Job Title,Company,Salary,Experience,Location,Skills,Source
"Network Platform Developer (Golang, C/C++, Linux)",SkyLab,Thỏa thuận,N/A,Ho Chi Minh,,ITViec
"HO - Business Intelligence Executive (Power BI, SQL)",Ngân Hàng Á Châu | ACB,Thỏa thuận,N/A,Ho Chi Minh,,ITViec
UI/UX Designer,Hitachi Digital Services,Thỏa thuận,N/A,Ho Chi Minh,,ITViec
"Senior Fullstack Engineer (Go, TypeScript, ReactJ)","Gearment Co.,Ltd",Thỏa thuận,N/A,Ho Chi Minh,,ITViec
Manual/Auto Tester QC Engineer (Junior/Middle/Senior),Floating Cube Studios,Thỏa thuận,N/A,Ho Chi Minh,,ITViec
Senior Infrastructure Engineer (System/Networking),Gene Solutions,Thỏa thuận,N/A,Ho Chi Minh,,ITViec
"Fullstack .NET Dev (C#, ReactJS, SQL)",Dory Company Limited,Thỏa thuận,N/A,Ho Chi Minh,,ITViec
Senior / Lead Java Backend Developer (Game),BinarixTech,Thỏa thuận,N/A,Ho Chi Minh,,ITViec
"Middle/Senior Automation QA (SDET, QA, QC, CICD)",YOONG,Thỏa thuận,N/A,Ho Chi Minh,,ITViec
Senior/Lead Data Engineer,GFT Technologies Vietnam,Thỏa thuận,N/A,Ho Chi Minh,,ITViec
Product Manager (Attractive Package),Simple Tech Investment,Thỏa thuận,N/A,Ho Chi Minh,,ITViec
Product Designer,Simple Tech Investment,Thỏa thuận,N/A,Ho Chi Minh,,ITViec
"Firmware Engineer (Embedded Linux, C/C++, ARM)",IriTech Vietnam,Thỏa thuận,N/A,Ho Chi Minh,,ITViec
Product Designer (UX/UI- Remote),Fastboy Marketing,Thỏa thuận,N/A,Ho Chi Minh,,ITViec
"Senior/Lead Software Engineer (Java, Golang, English)",GFT Technologies Vietnam,Thỏa thuận,N/A,Ho Chi Minh,,ITViec
Engineering Manager,TymeX,Thỏa thuận,N/A,Ho Chi Minh,,ITViec
Mid-Senior Backend .NET Developer,Blogic Systems,Thỏa thuận,N/A,Ho Chi Minh,,ITViec
"UI-UX Designer (Figma, Adobe XD)",10X Technology and Consulting,Thỏa thuận,N/A,Ho Chi Minh,,ITViec
Senior Laravel Developer,KOSATEC EMPOWERING GLOBAL INNOVATION,Thỏa thuận,N/A,Ho Chi Minh,,ITViec
IT Support Specialist (US Market),Blogic Systems,Thỏa thuận,N/A,Ho Chi Minh,,ITViec
Manual QA Engineer (QA QC/Tester),Spendora,Thỏa thuận,N/A,Ho Chi Minh,,ITViec
Product Manager ( Logistics B2B SaaS),Spendora,Thỏa thuận,N/A,Ho Chi Minh,,ITViec
Software Developer (.Net),Spendora,Thỏa thuận,N/A,Ho Chi Minh,,ITViec
Senior Platform Engineer,CÔNG TY CỔ PHẦN CHỨNG KHOÁN KAFI,Thỏa thuận,N/A,Ho Chi Minh,,ITViec
QA/Test Engineer,AiClipX,Thỏa thuận,N/A,Ho Chi Minh,,ITViec
Quality Control Specialist (Automation Test/SQL/QA QC),GALAXY HOLDINGS,Thỏa thuận,N/A,Ho Chi Minh,,ITViec
(Senior/Junior) IT Business Analyst,KMS Technology,Thỏa thuận,N/A,Ho Chi Minh,,ITViec
"Fullstack Developer (Remote) (C#, ASP.NET, English)",VCAPTECH,Thỏa thuận,N/A,Ho Chi Minh,,ITViec
Data Engineer,Inbox4us,Thỏa thuận,N/A,Ho Chi Minh,,ITViec
Fullstack - HTML5/CSS/JS/WordPress,"Alive Việt Nam Co., Ltd",Thỏa thuận,N/A,Ho Chi Minh,,ITViec
Senior Data (Engineer | Scientist),DatVietVAC,Thỏa thuận,N/A,Ho Chi Minh,,ITViec
Senior Data Engineer,Zuhlke Engineering Vietnam,Thỏa thuận,N/A,Ho Chi Minh,,ITViec
QA Engineer (Manual & Automation) - 2 Openings,SMG Swiss Marketplace Group,Thỏa thuận,N/A,Ho Chi Minh,,ITViec
"Senior Back-End Developer (Python, AI/ML, Integration)",Simpson Strong-Tie Vietnam,Thỏa thuận,N/A,Ho Chi Minh,,ITViec
"Senior AI Engineer (AIML/CV/OCR, Yolo, Python, Pytorch)",Simpson Strong-Tie Vietnam,Thỏa thuận,N/A,Ho Chi Minh,,ITViec
Frontend Engineer (Junior - Middle | Good English),Spartan Dev Inc,Thỏa thuận,N/A,Ho Chi Minh,,ITViec
Senior - Lead Game Tester,Skylink Studio,Thỏa thuận,N/A,Ho Chi Minh,,ITViec
05 System Admin (Linux),Vietnix,Thỏa thuận,N/A,Ho Chi Minh,,ITViec
DevOps Engineer (Junior/Middle/Senior),Saigon Technology,Thỏa thuận,N/A,Ho Chi Minh,,ITViec
Manual / Automation Tester - Quality Analyst (QA QC),MiTek Vietnam,Thỏa thuận,N/A,Ho Chi Minh,,ITViec
05 Senior/Lead Product Manager ( Fintech),M_Service (MoMo),Thỏa thuận,N/A,Ho Chi Minh,,ITViec
Senior AI Engineer,KOSATEC EMPOWERING GLOBAL INNOVATION,Thỏa thuận,N/A,Ho Chi Minh,,ITViec
[Remote] Data Engineer (Python/ SQL),Công ty TNHH RENDA,Thỏa thuận,N/A,Ho Chi Minh,,ITViec
Middle/ Senior Business Analyst - Up to $3000,Alpaca Vietnam,Thỏa thuận,N/A,Ho Chi Minh,,ITViec
Senior Software Engineer (Python/Golang-AI Application),Zalopay,Thỏa thuận,N/A,Ho Chi Minh,,ITViec
Senior Data Scientist,Zalopay,Thỏa thuận,N/A,Ho Chi Minh,,ITViec
"Software Engineer (C#, Angular, JS)",Beyondsoft Technology (Vietnam) Company Limited,Thỏa thuận,N/A,Ho Chi Minh,,ITViec
Junior Tester (QA QC),ExoTrails,Thỏa thuận,N/A,Ho Chi Minh,,ITViec
"Web Fullstack Developer (ReactJS, NextJS, TypeScript)",ExoTrails,Thỏa thuận,N/A,Ho Chi Minh,,ITViec
Frontend Developer (ReactJs) (Middle/Senior),Digital Unicorn,Thỏa thuận,N/A,Ho Chi Minh,,ITViec
Business Analyst (Junior/Middle),Digital Unicorn,Thỏa thuận,N/A,Ho Chi Minh,,ITViec
Backend Developer (JavaScript/NodeJS) (Middle/Senior),Digital Unicorn,Thỏa thuận,N/A,Ho Chi Minh,,ITViec
Senior QA Automation Engineer,OL Vietnam,Thỏa thuận,N/A,Ho Chi Minh,,ITViec
[English] Project Manager,Laidon Group,Thỏa thuận,N/A,Ho Chi Minh,,ITViec
Java Backend Developer (Spring),"SPECOM INC Co., Ltd",Thỏa thuận,N/A,Ho Chi Minh,,ITViec
Manual Tester (QA QC),SRT GROUP,Thỏa thuận,N/A,Ho Chi Minh,,ITViec
Regional IT Manager,Deliveree On-Demand Logistics,Thỏa thuận,N/A,Ho Chi Minh,,ITViec
"Senior AI Developer (Generative AI, Python, FastAPI)",Coder Trove,Thỏa thuận,N/A,Ho Chi Minh,,ITViec
"AI Trainer – Coding Projects (Remote, Freelance)",Abc Studio Việt Nam,Thỏa thuận,N/A,Ho Chi Minh,,ITViec
Fresher/Junior Fullstack Developer (Python/ JavaScript),RISKTECH JSC,Thỏa thuận,N/A,Ho Chi Minh,,ITViec
"Project Manager (Firmware/Hardware/Software, 2-5 YOE)",Gremsy JSC,Thỏa thuận,N/A,Ho Chi Minh,,ITViec
"Data Engineer (AWS, Python, SQL, ETL, English)",Công Ty TNHH Neurobrain Dynamics Việt Nam,Thỏa thuận,N/A,Ho Chi Minh,,ITViec
Babylon.js Developer (Web 3D Developer),BLUE DRAGON COMMUNICATIONS,Thỏa thuận,N/A,Ho Chi Minh,,ITViec
IT Leader / Shopify Technical Lead (POD),Công ty POD Software,Thỏa thuận,N/A,Ho Chi Minh,,ITViec
Senior Network Engineer (English & Japanese),Renesas Design Vietnam,Thỏa thuận,N/A,Ho Chi Minh,,ITViec
Associate Software Engineering Manager,Zalopay,Thỏa thuận,N/A,Ho Chi Minh,,ITViec
"QA Manager (Tester, Japanese N2+)","ANDPAD VietNam Co., Ltd",Thỏa thuận,N/A,Ho Chi Minh,,ITViec
Ruby Developer (Ruby on Rails + Reactjs),Trustify Technology,Thỏa thuận,N/A,Ho Chi Minh,,ITViec
Cybersecurity Engineer (Security/API/Networking),Phu Hung Securities (PHS),Thỏa thuận,N/A,Ho Chi Minh,,ITViec
Product Delivery Manager,Phu Hung Securities (PHS),Thỏa thuận,N/A,Ho Chi Minh,,ITViec
Trưởng phòng IT,CÔNG TY CỔ PHẦN MINH HƯNG M&C,Thỏa thuận,N/A,Ho Chi Minh,,ITViec
(Good English) .NET Application Engineer | Banking,Innotech Vietnam Corporation,Thỏa thuận,N/A,Ho Chi Minh,,ITViec
Senior-Middle QA QC / Tester (English),Innotech Vietnam Corporation,Thỏa thuận,N/A,Ho Chi Minh,,ITViec
"Senior DevSecOps Engineer –Logistics Platform (AWS,SQL)",Smartlog,Thỏa thuận,N/A,Ho Chi Minh,,ITViec
IT Business Partner Manager,"HUMVENTURES CO.,LTD",Thỏa thuận,N/A,Ho Chi Minh,,ITViec
"AI/ML & Data Science Manager (GenAI, Python)",Pharmacity,Thỏa thuận,N/A,Ho Chi Minh,,ITViec
"Senior Analyst, Operations FP&A (English)",Aviron,Thỏa thuận,N/A,Ho Chi Minh,,ITViec
Data Engineer Leader,Fullerton Health,Thỏa thuận,N/A,Ho Chi Minh,,ITViec
"Backend Developer (Java,Spring,NodeJS,AWS,MySQL)",BLUE DRAGON COMMUNICATIONS,Thỏa thuận,N/A,Ho Chi Minh,,ITViec
Senior Technical Product Manager (Agentic AI),Katalon,Thỏa thuận,N/A,Ho Chi Minh,,ITViec
[REMOTE] 2D Game Artist,Athena Studio,Thỏa thuận,N/A,Ho Chi Minh,,ITViec
[REMOTE] Game Designer,Athena Studio,Thỏa thuận,N/A,Ho Chi Minh,,ITViec
Senior Fullstack Developer (.NET/ReactJS - Chứng khoán),Maybank Investment Bank,Thỏa thuận,N/A,Ho Chi Minh,,ITViec
Senior Business Analyst (Chứng khoán),Maybank Investment Bank,Thỏa thuận,N/A,Ho Chi Minh,,ITViec
"Business Analyst (Da Nang, Can Tho, Hybrid)",Dirox,Thỏa thuận,N/A,Ho Chi Minh,,ITViec
Mid/Sr DevOps Engineer (Terraform/Kubernetes),Saritasa,Thỏa thuận,N/A,Ho Chi Minh,,ITViec
"Senior Game Designer (Puzzle, Board Games)",ANTADA,Thỏa thuận,N/A,Ho Chi Minh,,ITViec
SENIOR/LEADER ReactJS Developer - Nhận Việc Ngay,VOYAGER INC,Thỏa thuận,N/A,Ho Chi Minh,,ITViec
Principal/Lead Backend Engineer (Java/Kotlin),"MONEY FORWARD VIETNAM CO.,LTD",Thỏa thuận,N/A,Ho Chi Minh,,ITViec
"Frontend Developer (3D experience, ReactJS, NextJS)",AROBID.COM,Thỏa thuận,N/A,Ho Chi Minh,,ITViec
Junior/Senior Cloud Infrastructure Engineer,GLOBALTECH,Thỏa thuận,N/A,Ho Chi Minh,,ITViec
(HN/HCM) Senior Frontend Engineer (JavaScript (ES6+)),One Mount Group,Thỏa thuận,N/A,Ho Chi Minh,,ITViec
(HN/HCM) Senior Product Owner (Data Platform),One Mount Group,Thỏa thuận,N/A,Ho Chi Minh,,ITViec
(HCM) Senior Data Engineer,One Mount Group,Thỏa thuận,N/A,Ho Chi Minh,,ITViec
Senior Backend Developer,GEEK UP,Thỏa thuận,N/A,Ho Chi Minh,,ITViec
JavaScript Developer (Workflow/SQL/JSON)- 1y Contractor,Bosch Global Software Technologies Company Limited,Thỏa thuận,N/A,Ho Chi Minh,,ITViec
Website Product Manager,Nakivo,Thỏa thuận,N/A,Ho Chi Minh,,ITViec
"Senior QC (Da Nang, Can Tho, Hybrid)",Dirox,Thỏa thuận,N/A,Ho Chi Minh,,ITViec
Golang Backend Developer,HDBank,Thỏa thuận,N/A,Ho Chi Minh,,ITViec
"Senior DevOps Engineer (Agile, AWS)",Mercatus,Thỏa thuận,N/A,Ho Chi Minh,,ITViec
"FullStack Developer (Da Nang, Can Tho, Hybrid)",Dirox,Thỏa thuận,N/A,Ho Chi Minh,,ITViec
Senior Java Developer (Spring/OOP),Nakivo,Thỏa thuận,N/A,Ho Chi Minh,,ITViec
Manual QA Engineer (QA QC/Tester/English),Nakivo,Thỏa thuận,N/A,Ho Chi Minh,,ITViec
"Senior .NET Developer (.Net, Reactjs, Vuejs)",Trustify Technology,Thỏa thuận,N/A,Ho Chi Minh,,ITViec
Test Lead - Automation & AI Testing (1y Contractor),Bosch Global Software Technologies Company Limited,Thỏa thuận,N/A,Ho Chi Minh,,ITViec
Senior IT Business Analyst (1 year Contractor),Bosch Global Software Technologies Company Limited,Thỏa thuận,N/A,Ho Chi Minh,,ITViec
Technical Support Engineer (JavaSript/SQL)- 1y Contract,Bosch Global Software Technologies Company Limited,Thỏa thuận,N/A,Ho Chi Minh,,ITViec
Senior AI Developer (ML/Python/SQL) -1 year Contractor,Bosch Global Software Technologies Company Limited,Thỏa thuận,N/A,Ho Chi Minh,,ITViec
Senior IT Product & Service Manager (1y contractor),Bosch Global Software Technologies Company Limited,Thỏa thuận,N/A,Ho Chi Minh,,ITViec
Senior OutSystems Developer/ Expert (1 year Contractor),Bosch Global Software Technologies Company Limited,Thỏa thuận,N/A,Ho Chi Minh,,ITViec
Technical Product Marketing Manager (1 year contract),Bosch Global Software Technologies Company Limited,Thỏa thuận,N/A,Ho Chi Minh,,ITViec
IT Operations & Support Lead (1y Contractor),Bosch Global Software Technologies Company Limited,Thỏa thuận,N/A,Ho Chi Minh,,ITViec
Embedded Test Engineer (1-Year Contractor),Bosch Global Software Technologies Company Limited,Thỏa thuận,N/A,Ho Chi Minh,,ITViec
Embedded Software Engineer (Chinese Speaking),Bosch Global Software Technologies Company Limited,Thỏa thuận,N/A,Ho Chi Minh,,ITViec
DevOps Engineer - A26001,Activate Interactive Pte Ltd,Thỏa thuận,N/A,Ho Chi Minh,,ITViec
"Game 3D Artist (Blender, Maya, Unity3D, Adobe)",Supercent VN,Thỏa thuận,N/A,Ho Chi Minh,,ITViec
Python Systems Engineer (Python Internals+Pyodide/WASM),NEW IT,Thỏa thuận,N/A,Ho Chi Minh,,ITViec
[Dubai] Platform Operations Lead (DevOps/SRE),Virtual Security Lab Cyber Risk Management Services L.L.C,Thỏa thuận,N/A,Ho Chi Minh,,ITViec
"Backend Developer - Software Engineer (Golang, NodeJS)",NEXDOR VIET NAM,Thỏa thuận,N/A,Ho Chi Minh,,ITViec
[Global Market] Solution Architect,RIKKEISOFT,Thỏa thuận,N/A,Ho Chi Minh,,ITViec
Expert/Sr. IT Business Analyst,FE CREDIT,Thỏa thuận,N/A,Ho Chi Minh,,ITViec
HN/HCM_ IT Communicator (Japanese – JLPT N1),ZIGExN VeNtura,Thỏa thuận,N/A,Ho Chi Minh,,ITViec
Senior AWS Network Engineer,Renesas Design Vietnam,Thỏa thuận,N/A,Ho Chi Minh,,ITViec
"Senior DevOps Engineer (AWS, Databricks)",TymeX,Thỏa thuận,N/A,Ho Chi Minh,,ITViec
[Remote] Senior Java Developer - Cluster Team Leader,B2B Commerce (M) Sdn. Bhd.,Thỏa thuận,N/A,Ho Chi Minh,,ITViec
Intermediate React-Native Engineer (HCM / English),Perifit,Thỏa thuận,N/A,Ho Chi Minh,,ITViec
Frontend Developer (ReactJS/VueJS/AI),WTECH VIETNAM,Thỏa thuận,N/A,Ho Chi Minh,,ITViec
"Senior Frontend Developer (VueJS, ReactJS, Angular)",Ahasoft,Thỏa thuận,N/A,Ho Chi Minh,,ITViec
Service Solutions Lead (Cloud Architecture),NetNam Corporation - Branch in HCMC,Thỏa thuận,N/A,Ho Chi Minh,,ITViec
Fresher / Junior Tester,TRUONG MINH THINH TECHNOLOGY JOINT STOCK COMPANY,Thỏa thuận,N/A,Ho Chi Minh,,ITViec
"Frontend Developer (Angular 2+, HTML5, CSS, TypeScript)",TRUONG MINH THINH TECHNOLOGY JOINT STOCK COMPANY,Thỏa thuận,N/A,Ho Chi Minh,,ITViec
Backend Developer (Golang/AI),WTECH VIETNAM,Thỏa thuận,N/A,Ho Chi Minh,,ITViec
Senior Backend Developer (Java/AI),WTECH VIETNAM,Thỏa thuận,N/A,Ho Chi Minh,,ITViec
DevSecOps Engineer,Laidon Group,Thỏa thuận,N/A,Ho Chi Minh,,ITViec
[English] AI Project Manager (AI Product),Laidon Group,Thỏa thuận,N/A,Ho Chi Minh,,ITViec
Automation QC Engineer (AI Data Cleansing Tool),Laidon Group,Thỏa thuận,N/A,Ho Chi Minh,,ITViec
AI Developer,Laidon Group,Thỏa thuận,N/A,Ho Chi Minh,,ITViec
"Junior PHP Developer (OOP, MVC)",CÔNG TY TNHH TINO INNOVATION,Thỏa thuận,N/A,Ho Chi Minh,,ITViec
AI Engineer (Machine Learning),Tôn Đông Á,Thỏa thuận,N/A,Ho Chi Minh,,ITViec
"Lead Frontend Engineer (Reactjs, Java, Nodejs)",NAB Innovation Centre Vietnam,Thỏa thuận,N/A,Ho Chi Minh,,ITViec
Middle/Senior Frontend Engineer (Reactjs),NAB Innovation Centre Vietnam,Thỏa thuận,N/A,Ho Chi Minh,,ITViec
Head of AI Operations & Deployment,CXVIEW,Thỏa thuận,N/A,Ho Chi Minh,,ITViec
"Computer Vision/AI Engineer (Python, PyTorch)",CXVIEW,Thỏa thuận,N/A,Ho Chi Minh,,ITViec
"Junior-Middle Backend Developer (Python, RESTful APIs)",Công ty TNHH Công Nghệ Angle AI,Thỏa thuận,N/A,Ho Chi Minh,,ITViec
"Middle Cybersecurity Engineer / DevSecOps (AWS, Azure)",Công ty TNHH Công Nghệ Angle AI,Thỏa thuận,N/A,Ho Chi Minh,,ITViec
"PHP Laravel Developer (MySQL,OOP, API)",Công Ty Cổ Phần SID Corp,Thỏa thuận,N/A,Ho Chi Minh,,ITViec
"Senior .NET Developer (C#, ASP.NET, PostgreSQL)",Công Ty TNHH 3W Logistics,Thỏa thuận,N/A,Ho Chi Minh,,ITViec
Business Analyst,Công Ty TNHH 3W Logistics,Thỏa thuận,N/A,Ho Chi Minh,,ITViec
Business Analyst,CÔNG TY TNHH MONIVA VIETNAM,Thỏa thuận,N/A,Ho Chi Minh,,ITViec
Project Manager,CÔNG TY TNHH MONIVA VIETNAM,Thỏa thuận,N/A,Ho Chi Minh,,ITViec
[XNOQuant] Senior Back End Developer (Python),XCapital Technology,Thỏa thuận,N/A,Ho Chi Minh,,ITViec
Fresher/Junior Software Tester,Công Ty Cổ Phần Orotech,Thỏa thuận,N/A,Ho Chi Minh,,ITViec
Fresher/Junior Backend Developer (PHP / Magento 2),Công Ty Cổ Phần Orotech,Thỏa thuận,N/A,Ho Chi Minh,,ITViec
"[XNOQuant] Full-Stack Engineer (TypeScript, JavaScript)",XCapital Technology,Thỏa thuận,N/A,Ho Chi Minh,,ITViec
"Software Developer (C#, SQL)",Công Ty TNHH Công Nghiệp Bao bì Visingpack,Thỏa thuận,N/A,Ho Chi Minh,,ITViec
"Shopify Developer (HTML, Java)",Công ty TNHH SHUEI TRADING Việt Nam,Thỏa thuận,N/A,Ho Chi Minh,,ITViec
Embedded Software Engineer (3-Months Contract),Bosch Global Software Technologies Company Limited,Thỏa thuận,N/A,Ho Chi Minh,,ITViec
"[Remote/Hybrid] Senior Frontend (ReactJS, English)",RIKKEISOFT,Thỏa thuận,N/A,Ho Chi Minh,,ITViec
Middle/Senior Software Engineer (Java),M_Service (MoMo),Thỏa thuận,N/A,Ho Chi Minh,,ITViec
Unit Head Of Data Science,FE CREDIT,Thỏa thuận,N/A,Ho Chi Minh,,ITViec
Ruby on Rails Developer (Middle/Senior),Oivan,Thỏa thuận,N/A,Ho Chi Minh,,ITViec
UA Playable Ads Developer (Unity),NEXON DEV VINA,Thỏa thuận,N/A,Ho Chi Minh,,ITViec
Senior Business Analyst (Product Owner/Data Driven),RGP Software Processing,Thỏa thuận,N/A,Ho Chi Minh,,ITViec
Infrastructure & System Administrator (Linux),Magnolia,Thỏa thuận,N/A,Ho Chi Minh,,ITViec
"UI/UX Designer (Figma, English)",Floware,Thỏa thuận,N/A,Ho Chi Minh,,ITViec
QA QC Engineer (Manual Tester),Floware,Thỏa thuận,N/A,Ho Chi Minh,,ITViec
"Implementation Engineer (JavaScript, API, Integration)",OL Vietnam,Thỏa thuận,N/A,Ho Chi Minh,,ITViec
"Full Stack Developer (Python, AWS)",TecAlliance Vietnam,Thỏa thuận,N/A,Ho Chi Minh,,ITViec
AI Backend Engineer (Middle/Senior),TymeX,Thỏa thuận,N/A,Ho Chi Minh,,ITViec
Mid/Senior Android Engineer,SMG Swiss Marketplace Group,Thỏa thuận,N/A,Ho Chi Minh,,ITViec
Senior Backend Engineer (Python/Django/SQL/API),GON TECH,Thỏa thuận,N/A,Ho Chi Minh,,ITViec
AI Data Engineer (NLP),GON TECH,Thỏa thuận,N/A,Ho Chi Minh,,ITViec
Product Owner / Business Analyst (ERP Platform),GON TECH,Thỏa thuận,N/A,Ho Chi Minh,,ITViec
Games Backend Golang Engineer,Vinsprite Tech,Thỏa thuận,N/A,Ho Chi Minh,,ITViec
Junior Game QA (Quality Assurance),Vinsprite Tech,Thỏa thuận,N/A,Ho Chi Minh,,ITViec
Lead Software Engineer (Warehouse & Sorting),GHN,Thỏa thuận,N/A,Ho Chi Minh,,ITViec
Senior Android Engineer,BAN VIEN CORPORATION,Thỏa thuận,N/A,Ho Chi Minh,,ITViec
Cloud Consultant,NetNam Corporation - Branch in HCMC,Thỏa thuận,N/A,Ho Chi Minh,,ITViec
Senior Software Engineer (C#/C++),MiTek Vietnam,Thỏa thuận,N/A,Ho Chi Minh,,ITViec
Mid/Senior Product Analyst (prefer IT BA background),GEEK UP,Thỏa thuận,N/A,Ho Chi Minh,,ITViec
Product Manager (English),Reclub Vietnam,Thỏa thuận,N/A,Ho Chi Minh,,ITViec
Data Analyst (Data Operations & BI),Reclub Vietnam,Thỏa thuận,N/A,Ho Chi Minh,,ITViec
Front End Developer (VueJS / Web3/ Blockchain),Nexsoft Technology,Thỏa thuận,N/A,Ho Chi Minh,,ITViec
"Business Analyst (Product Owner, Agile)",LittleLives,Thỏa thuận,N/A,Ho Chi Minh,,ITViec
Java Backend Developer (Middle/Senior/Leader),Capgemini Vietnam,Thỏa thuận,N/A,Ho Chi Minh,,ITViec
"Senior Data Science Analyst (SQL, Python, R)",ELSA,Thỏa thuận,N/A,Ho Chi Minh,,ITViec
"UI/UX Designer (Mobile App, Figma, English, AI product)",Moatable,Thỏa thuận,N/A,Ho Chi Minh,,ITViec
Senior Fullstack Developer (ReactJS & Java) - English,Cloud Technology,Thỏa thuận,N/A,Ho Chi Minh,,ITViec
Senior React Native Engineer (Expo/English),Reclub Vietnam,Thỏa thuận,N/A,Ho Chi Minh,,ITViec
Backend .NET Developer - CV Phát triển Ứng dụng nội bộ,HDBank,Thỏa thuận,N/A,Ho Chi Minh,,ITViec
"Frontend Developer (Java, Jmix, JavaScript, ReactJS)",HDBank,Thỏa thuận,N/A,Ho Chi Minh,,ITViec
Remote Backend Developer (NodeJS),Alpha Bravo Development,Thỏa thuận,N/A,Ho Chi Minh,,ITViec
"Senior/ Middle Full-stack Developer (.NET, Java, PHP)",BYCN IT Vietnam,Thỏa thuận,N/A,Ho Chi Minh,,ITViec
"DevOps Engineer (AWS, Cloud)",CUBICSTACK SOLUTIONS,Thỏa thuận,N/A,Ho Chi Minh,,ITViec
UI/ UX Designer,Simpson Strong-Tie Vietnam,Thỏa thuận,N/A,Ho Chi Minh,,ITViec
"Mid/Senior .NET Developer (C#, Angular/React)",Saigon Technology,Thỏa thuận,N/A,Ho Chi Minh,,ITViec
Senior Java Engineer – 24Hr Campaign,ELCA,Thỏa thuận,N/A,Ho Chi Minh,,ITViec
Business Analyst (Japanese Speaking),SAI Digital,Thỏa thuận,N/A,Ho Chi Minh,,ITViec
.NET Engineer/ Tech Lead (open for expats),Sioux High Tech Software,Thỏa thuận,N/A,Ho Chi Minh,,ITViec
"Automation Testing Engineer (Python, C++)",BAN VIEN CORPORATION,Thỏa thuận,N/A,Ho Chi Minh,,ITViec
"Junior Quality Control (QA QC, Tester, Jira, REST APIs)",Công ty TNHH SR GROUP,Thỏa thuận,N/A,Ho Chi Minh,,ITViec
"Mid/Sr .Net Engineer (RESTful APIs, Docker, CI/CD)",Công ty TNHH SR GROUP,Thỏa thuận,N/A,Ho Chi Minh,,ITViec
Senior Backend Developer (Java),HSC,Thỏa thuận,N/A,Ho Chi Minh,,ITViec
"FullStack Developer (NodeJS, ReactJS, AI)",HDS Services Vietnam,Thỏa thuận,N/A,Ho Chi Minh,,ITViec
"Fullstack Software Engineer (AWS, Python, Agile)",Vietlink,Thỏa thuận,N/A,Ho Chi Minh,,ITViec
DSP Software Engineer (Embedded/Telecom/English),Terralogic,Thỏa thuận,N/A,Ho Chi Minh,,ITViec
Senior Front-end Developer (NextJS/ReactJS),CUBICSTACK SOLUTIONS,Thỏa thuận,N/A,Ho Chi Minh,,ITViec
"Mid/Sr Fullstack Engineer (C#, .NET, React, SQL, Azure)",MiTek Vietnam,Thỏa thuận,N/A,Ho Chi Minh,,ITViec
Designer Lead (UI/UX)/ Project Manager (English),Terralogic,Thỏa thuận,N/A,Ho Chi Minh,,ITViec
"Senior Frontend Developer (ReactJS, NextJS, English)",ekino Vietnam,Thỏa thuận,N/A,Ho Chi Minh,,ITViec
"Frontend Developer (Angular, TypeScript, JavaScript)",CARE CONNECT VIETNAM,Thỏa thuận,N/A,Ho Chi Minh,,ITViec
"Mobile Developer (iOS/Android, Kotlin, Swift, MVC, Git)",CARE CONNECT VIETNAM,Thỏa thuận,N/A,Ho Chi Minh,,ITViec
"Japanese Mid - Tester (QA QC, SQL, API, Postman)",CARE CONNECT VIETNAM,Thỏa thuận,N/A,Ho Chi Minh,,ITViec
"Senior Master Data Operations Analyst (Java, SQL)",Renesas Design Vietnam,Thỏa thuận,N/A,Ho Chi Minh,,ITViec
