Job Title,Company,Salary,Skills,Location
Senior Software Engineer (Python/Golang-AI Application),Zalopay,Thỏa thuận,,Ho Chi Minh
Senior Data Scientist,Zalopay,You'll love it,,Ho Chi Minh
"Software Engineer (C#, Angular, JS)",Beyondsoft Technology (Vietnam) Company Limited,Thỏa thuận,,Ho Chi Minh
Junior Tester (QA QC),ExoTrails,You'll love it,,Ho Chi Minh
"Web Fullstack Developer (ReactJS, NextJS, TypeScript)",ExoTrails,You'll love it,,Ho Chi Minh
Frontend Developer (ReactJs) (Middle/Senior),Digital Unicorn,You'll love it,,Ho Chi Minh
Business Analyst (Junior/Middle),Digital Unicorn,You'll love it,,Ho Chi Minh
Backend Developer (JavaScript/NodeJS) (Middle/Senior),Digital Unicorn,You'll love it,,Ho Chi Minh
Senior QA Automation Engineer,OL Vietnam,Thỏa thuận,,Ho Chi Minh
[English] Project Manager,Laidon Group,You'll love it,,Ho Chi Minh
Java Backend Developer (Spring),"SPECOM INC Co., Ltd",Thỏa thuận,,Ho Chi Minh
Manual Tester (QA QC),SRT GROUP,You'll love it,,Ho Chi Minh
Regional IT Manager,Deliveree On-Demand Logistics,You'll love it,,Ho Chi Minh
"Senior AI Developer (Generative AI, Python, FastAPI)",Coder Trove,You'll love it,,Ho Chi Minh
"AI Trainer – Coding Projects (Remote, Freelance)",Abc Studio Việt Nam,Thỏa thuận,,Ho Chi Minh
Fresher/Junior Fullstack Developer (Python/ JavaScript),RISKTECH JSC,You'll love it,,Ho Chi Minh
"Project Manager (Firmware/Hardware/Software, 2-5 YOE)",Gremsy JSC,Thỏa thuận,,Ho Chi Minh
"Data Engineer (AWS, Python, SQL, ETL, English)",Công Ty TNHH Neurobrain Dynamics Việt Nam,You'll love it,,Ho Chi Minh
Babylon.js Developer (Web 3D Developer),BLUE DRAGON COMMUNICATIONS,You'll love it,,Ho Chi Minh
IT Leader / Shopify Technical Lead (POD),Công ty POD Software,Thỏa thuận,,Ho Chi Minh
Senior Network Engineer (English & Japanese),Renesas Design Vietnam,You'll love it,,Ho Chi Minh
Associate Software Engineering Manager,Zalopay,You'll love it,,Ho Chi Minh
"QA Manager (Tester, Japanese N2+)","ANDPAD VietNam Co., Ltd",You'll love it,,Ho Chi Minh
Ruby Developer (Ruby on Rails + Reactjs),Trustify Technology,You'll love it,,Ho Chi Minh
Cybersecurity Engineer (Security/API/Networking),Phu Hung Securities (PHS),You'll love it,,Ho Chi Minh
Product Delivery Manager,Phu Hung Securities (PHS),You'll love it,,Ho Chi Minh
Trưởng phòng IT,CÔNG TY CỔ PHẦN MINH HƯNG M&C,You'll love it,,Ho Chi Minh
(Good English) .NET Application Engineer | Banking,Innotech Vietnam Corporation,You'll love it,,Ho Chi Minh
Senior-Middle QA QC / Tester (English),Innotech Vietnam Corporation,You'll love it,,Ho Chi Minh
"Senior DevSecOps Engineer –Logistics Platform (AWS,SQL)",Smartlog,Thỏa thuận,,Ho Chi Minh
IT Business Partner Manager,"HUMVENTURES CO.,LTD",You'll love it,,Ho Chi Minh
"AI/ML & Data Science Manager (GenAI, Python)",Pharmacity,You'll love it,,Ho Chi Minh
"Senior Analyst, Operations FP&A (English)",Aviron,You'll love it,,Ho Chi Minh
Data Engineer Leader,Fullerton Health,You'll love it,,Ho Chi Minh
"Backend Developer (Java,Spring,NodeJS,AWS,MySQL)",BLUE DRAGON COMMUNICATIONS,You'll love it,,Ho Chi Minh
Senior Technical Product Manager (Agentic AI),Katalon,You'll love it,,Ho Chi Minh
[REMOTE] 2D Game Artist,Athena Studio,You'll love it,,Ho Chi Minh
[REMOTE] Game Designer,Athena Studio,You'll love it,,Ho Chi Minh
Senior Fullstack Developer (.NET/ReactJS - Chứng khoán),Maybank Investment Bank,Thỏa thuận,,Ho Chi Minh
Senior Business Analyst (Chứng khoán),Maybank Investment Bank,Thỏa thuận,,Ho Chi Minh
"Business Analyst (Da Nang, Can Tho, Hybrid)",Dirox,You'll love it,,Ho Chi Minh
Mid/Sr DevOps Engineer (Terraform/Kubernetes),Saritasa,Thỏa thuận,,Ho Chi Minh
"Senior Game Designer (Puzzle, Board Games)",ANTADA,Thỏa thuận,,Ho Chi Minh
SENIOR/LEADER ReactJS Developer - Nhận Việc Ngay,VOYAGER INC,You'll love it,,Ho Chi Minh
Principal/Lead Backend Engineer (Java/Kotlin),"MONEY FORWARD VIETNAM CO.,LTD",You'll love it,,Ho Chi Minh
"Frontend Developer (3D experience, ReactJS, NextJS)",AROBID.COM,You'll love it,,Ho Chi Minh
Junior/Senior Cloud Infrastructure Engineer,GLOBALTECH,Thỏa thuận,,Ho Chi Minh
(HN/HCM) Senior Frontend Engineer (JavaScript (ES6+)),One Mount Group,Thỏa thuận,,Ho Chi Minh
(HN/HCM) Senior Product Owner (Data Platform),One Mount Group,Thỏa thuận,,Ho Chi Minh
(HCM) Senior Data Engineer,One Mount Group,Thỏa thuận,,Ho Chi Minh
Senior Backend Developer,GEEK UP,You'll love it,,Ho Chi Minh
JavaScript Developer (Workflow/SQL/JSON)- 1y Contractor,Bosch Global Software Technologies Company Limited,You'll love it,,Ho Chi Minh
Website Product Manager,Nakivo,Thỏa thuận,,Ho Chi Minh
"Senior QC (Da Nang, Can Tho, Hybrid)",Dirox,You'll love it,,Ho Chi Minh
Golang Backend Developer,HDBank,You'll love it,,Ho Chi Minh
"Senior DevOps Engineer (Agile, AWS)",Mercatus,You'll love it,,Ho Chi Minh
"FullStack Developer (Da Nang, Can Tho, Hybrid)",Dirox,You'll love it,,Ho Chi Minh
Senior Java Developer (Spring/OOP),Nakivo,Thỏa thuận,,Ho Chi Minh
Manual QA Engineer (QA QC/Tester/English),Nakivo,Thỏa thuận,,Ho Chi Minh
"Senior .NET Developer (.Net, Reactjs, Vuejs)",Trustify Technology,You'll love it,,Ho Chi Minh
Test Lead - Automation & AI Testing (1y Contractor),Bosch Global Software Technologies Company Limited,You'll love it,,Ho Chi Minh
Senior IT Business Analyst (1 year Contractor),Bosch Global Software Technologies Company Limited,You'll love it,,Ho Chi Minh
Technical Support Engineer (JavaSript/SQL)- 1y Contract,Bosch Global Software Technologies Company Limited,You'll love it,,Ho Chi Minh
Senior AI Developer (ML/Python/SQL) -1 year Contractor,Bosch Global Software Technologies Company Limited,You'll love it,,Ho Chi Minh
Senior IT Product & Service Manager (1y contractor),Bosch Global Software Technologies Company Limited,You'll love it,,Ho Chi Minh
Senior OutSystems Developer/ Expert (1 year Contractor),Bosch Global Software Technologies Company Limited,You'll love it,,Ho Chi Minh
Technical Product Marketing Manager (1 year contract),Bosch Global Software Technologies Company Limited,You'll love it,,Ho Chi Minh
IT Operations & Support Lead (1y Contractor),Bosch Global Software Technologies Company Limited,You'll love it,,Ho Chi Minh
Embedded Test Engineer (1-Year Contractor),Bosch Global Software Technologies Company Limited,You'll love it,,Ho Chi Minh
Embedded Software Engineer (Chinese Speaking),Bosch Global Software Technologies Company Limited,You'll love it,,Ho Chi Minh
DevOps Engineer - A26001,Activate Interactive Pte Ltd,You'll love it,,Ho Chi Minh
"Game 3D Artist (Blender, Maya, Unity3D, Adobe)",Supercent VN,You'll love it,,Ho Chi Minh
Python Systems Engineer (Python Internals+Pyodide/WASM),NEW IT,Thỏa thuận,,Ho Chi Minh
[Dubai] Platform Operations Lead (DevOps/SRE),Virtual Security Lab Cyber Risk Management Services L.L.C,Thỏa thuận,,Ho Chi Minh
"Backend Developer - Software Engineer (Golang, NodeJS)",NEXDOR VIET NAM,You'll love it,,Ho Chi Minh
[Global Market] Solution Architect,RIKKEISOFT,You'll love it,,Ho Chi Minh
Expert/Sr. IT Business Analyst,FE CREDIT,Thỏa thuận,,Ho Chi Minh
HN/HCM_ IT Communicator (Japanese – JLPT N1),ZIGExN VeNtura,You'll love it,,Ho Chi Minh
Senior AWS Network Engineer,Renesas Design Vietnam,You'll love it,,Ho Chi Minh
"Senior DevOps Engineer (AWS, Databricks)",TymeX,You'll love it,,Ho Chi Minh
[Remote] Senior Java Developer - Cluster Team Leader,B2B Commerce (M) Sdn. Bhd.,Thỏa thuận,,Ho Chi Minh
Intermediate React-Native Engineer (HCM / English),Perifit,Thỏa thuận,,Ho Chi Minh
Frontend Developer (ReactJS/VueJS/AI),WTECH VIETNAM,You'll love it,,Ho Chi Minh
"Senior Frontend Developer (VueJS, ReactJS, Angular)",Ahasoft,You'll love it,,Ho Chi Minh
Service Solutions Lead (Cloud Architecture),NetNam Corporation - Branch in HCMC,You'll love it,,Ho Chi Minh
Fresher / Junior Tester,TRUONG MINH THINH TECHNOLOGY JOINT STOCK COMPANY,You'll love it,,Ho Chi Minh
"Frontend Developer (Angular 2+, HTML5, CSS, TypeScript)",TRUONG MINH THINH TECHNOLOGY JOINT STOCK COMPANY,You'll love it,,Ho Chi Minh
Backend Developer (Golang/AI),WTECH VIETNAM,You'll love it,,Ho Chi Minh
Senior Backend Developer (Java/AI),WTECH VIETNAM,You'll love it,,Ho Chi Minh
DevSecOps Engineer,Laidon Group,You'll love it,,Ho Chi Minh
[English] AI Project Manager (AI Product),Laidon Group,You'll love it,,Ho Chi Minh
Automation QC Engineer (AI Data Cleansing Tool),Laidon Group,You'll love it,,Ho Chi Minh
AI Developer,Laidon Group,You'll love it,,Ho Chi Minh
"Junior PHP Developer (OOP, MVC)",CÔNG TY TNHH TINO INNOVATION,You'll love it,,Ho Chi Minh
AI Engineer (Machine Learning),Tôn Đông Á,You'll love it,,Ho Chi Minh
"Lead Frontend Engineer (Reactjs, Java, Nodejs)",NAB Innovation Centre Vietnam,You'll love it,,Ho Chi Minh
Middle/Senior Frontend Engineer (Reactjs),NAB Innovation Centre Vietnam,You'll love it,,Ho Chi Minh
Head of AI Operations & Deployment,CXVIEW,You'll love it,,Ho Chi Minh
"Computer Vision/AI Engineer (Python, PyTorch)",CXVIEW,You'll love it,,Ho Chi Minh
"Junior-Middle Backend Developer (Python, RESTful APIs)",Công ty TNHH Công Nghệ Angle AI,Thỏa thuận,,Ho Chi Minh
"Middle Cybersecurity Engineer / DevSecOps (AWS, Azure)",Công ty TNHH Công Nghệ Angle AI,Thỏa thuận,,Ho Chi Minh
"PHP Laravel Developer (MySQL,OOP, API)",Công Ty Cổ Phần SID Corp,You'll love it,,Ho Chi Minh
"Senior .NET Developer (C#, ASP.NET, PostgreSQL)",Công Ty TNHH 3W Logistics,You'll love it,,Ho Chi Minh
Business Analyst,Công Ty TNHH 3W Logistics,You'll love it,,Ho Chi Minh
Business Analyst,CÔNG TY TNHH MONIVA VIETNAM,Thỏa thuận,,Ho Chi Minh
Project Manager,CÔNG TY TNHH MONIVA VIETNAM,Thỏa thuận,,Ho Chi Minh
[XNOQuant] Senior Back End Developer (Python),XCapital Technology,You'll love it,,Ho Chi Minh
Fresher/Junior Software Tester,Công Ty Cổ Phần Orotech,You'll love it,,Ho Chi Minh
Fresher/Junior Backend Developer (PHP / Magento 2),Công Ty Cổ Phần Orotech,You'll love it,,Ho Chi Minh
"[XNOQuant] Full-Stack Engineer (TypeScript, JavaScript)",XCapital Technology,You'll love it,,Ho Chi Minh
"Software Developer (C#, SQL)",Công Ty TNHH Công Nghiệp Bao bì Visingpack,You'll love it,,Ho Chi Minh
"Shopify Developer (HTML, Java)",Công ty TNHH SHUEI TRADING Việt Nam,You'll love it,,Ho Chi Minh
Embedded Software Engineer (3-Months Contract),Bosch Global Software Technologies Company Limited,You'll love it,,Ho Chi Minh
"[Remote/Hybrid] Senior Frontend (ReactJS, English)",RIKKEISOFT,You'll love it,,Ho Chi Minh
Middle/Senior Software Engineer (Java),M_Service (MoMo),You'll love it,,Ho Chi Minh
Unit Head Of Data Science,FE CREDIT,Thỏa thuận,,Ho Chi Minh
Ruby on Rails Developer (Middle/Senior),Oivan,You'll love it,,Ho Chi Minh
UA Playable Ads Developer (Unity),NEXON DEV VINA,You'll love it,,Ho Chi Minh
Senior Business Analyst (Product Owner/Data Driven),RGP Software Processing,You'll love it,,Ho Chi Minh
Infrastructure & System Administrator (Linux),Magnolia,Thỏa thuận,,Ho Chi Minh
"UI/UX Designer (Figma, English)",Floware,You'll love it,,Ho Chi Minh
QA QC Engineer (Manual Tester),Floware,You'll love it,,Ho Chi Minh
"Implementation Engineer (JavaScript, API, Integration)",OL Vietnam,Thỏa thuận,,Ho Chi Minh
"Full Stack Developer (Python, AWS)",TecAlliance Vietnam,You'll love it,,Ho Chi Minh
AI Backend Engineer (Middle/Senior),TymeX,You'll love it,,Ho Chi Minh
Mid/Senior Android Engineer,SMG Swiss Marketplace Group,Thỏa thuận,,Ho Chi Minh
Senior Backend Engineer (Python/Django/SQL/API),GON TECH,You'll love it,,Ho Chi Minh
AI Data Engineer (NLP),GON TECH,You'll love it,,Ho Chi Minh
Product Owner / Business Analyst (ERP Platform),GON TECH,You'll love it,,Ho Chi Minh
Games Backend Golang Engineer,Vinsprite Tech,Thỏa thuận,,Ho Chi Minh
Junior Game QA (Quality Assurance),Vinsprite Tech,Thỏa thuận,,Ho Chi Minh
Lead Software Engineer (Warehouse & Sorting),GHN,You'll love it,,Ho Chi Minh
Senior Android Engineer,BAN VIEN CORPORATION,Thỏa thuận,,Ho Chi Minh
Cloud Consultant,NetNam Corporation - Branch in HCMC,You'll love it,,Ho Chi Minh
Senior Software Engineer (C#/C++),MiTek Vietnam,You'll love it,,Ho Chi Minh
Mid/Senior Product Analyst (prefer IT BA background),GEEK UP,Thỏa thuận,,Ho Chi Minh
Product Manager (English),Reclub Vietnam,You'll love it,,Ho Chi Minh
Data Analyst (Data Operations & BI),Reclub Vietnam,You'll love it,,Ho Chi Minh
Front End Developer (VueJS / Web3/ Blockchain),Nexsoft Technology,You'll love it,,Ho Chi Minh
"Business Analyst (Product Owner, Agile)",LittleLives,You'll love it,,Ho Chi Minh
Java Backend Developer (Middle/Senior/Leader),Capgemini Vietnam,You'll love it,,Ho Chi Minh
"Senior Data Science Analyst (SQL, Python, R)",ELSA,Thỏa thuận,,Ho Chi Minh
"UI/UX Designer (Mobile App, Figma, English, AI product)",Moatable,You'll love it,,Ho Chi Minh
Senior Fullstack Developer (ReactJS & Java) - English,Cloud Technology,Thỏa thuận,,Ho Chi Minh
Senior React Native Engineer (Expo/English),Reclub Vietnam,You'll love it,,Ho Chi Minh
Backend .NET Developer - CV Phát triển Ứng dụng nội bộ,HDBank,You'll love it,,Ho Chi Minh
"Frontend Developer (Java, Jmix, JavaScript, ReactJS)",HDBank,You'll love it,,Ho Chi Minh
Remote Backend Developer (NodeJS),Alpha Bravo Development,Thỏa thuận,,Ho Chi Minh
"Senior/ Middle Full-stack Developer (.NET, Java, PHP)",BYCN IT Vietnam,You'll love it,,Ho Chi Minh
"DevOps Engineer (AWS, Cloud)",CUBICSTACK SOLUTIONS,Thỏa thuận,,Ho Chi Minh
UI/ UX Designer,Simpson Strong-Tie Vietnam,You'll love it,,Ho Chi Minh
"Mid/Senior .NET Developer (C#, Angular/React)",Saigon Technology,You'll love it,,Ho Chi Minh
Senior Java Engineer – 24Hr Campaign,ELCA,You'll love it,,Ho Chi Minh
Business Analyst (Japanese Speaking),SAI Digital,You'll love it,,Ho Chi Minh
.NET Engineer/ Tech Lead (open for expats),Sioux High Tech Software,You'll love it,,Ho Chi Minh
"Automation Testing Engineer (Python, C++)",BAN VIEN CORPORATION,You'll love it,,Ho Chi Minh
"Junior Quality Control (QA QC, Tester, Jira, REST APIs)",Công ty TNHH SR GROUP,You'll love it,,Ho Chi Minh
"Mid/Sr .Net Engineer (RESTful APIs, Docker, CI/CD)",Công ty TNHH SR GROUP,You'll love it,,Ho Chi Minh
Senior Backend Developer (Java),HSC,You'll love it,,Ho Chi Minh
"FullStack Developer (NodeJS, ReactJS, AI)",HDS Services Vietnam,You'll love it,,Ho Chi Minh
"Fullstack Software Engineer (AWS, Python, Agile)",Vietlink,Thỏa thuận,,Ho Chi Minh
DSP Software Engineer (Embedded/Telecom/English),Terralogic,You'll love it,,Ho Chi Minh
Senior Front-end Developer (NextJS/ReactJS),CUBICSTACK SOLUTIONS,You'll love it,,Ho Chi Minh
"Mid/Sr Fullstack Engineer (C#, .NET, React, SQL, Azure)",MiTek Vietnam,You'll love it,,Ho Chi Minh
Designer Lead (UI/UX)/ Project Manager (English),Terralogic,You'll love it,,Ho Chi Minh
"Senior Frontend Developer (ReactJS, NextJS, English)",ekino Vietnam,Thỏa thuận,,Ho Chi Minh
"Frontend Developer (Angular, TypeScript, JavaScript)",CARE CONNECT VIETNAM,You'll love it,,Ho Chi Minh
"Mobile Developer (iOS/Android, Kotlin, Swift, MVC, Git)",CARE CONNECT VIETNAM,You'll love it,,Ho Chi Minh
"Japanese Mid - Tester (QA QC, SQL, API, Postman)",CARE CONNECT VIETNAM,You'll love it,,Ho Chi Minh
"Senior Master Data Operations Analyst (Java, SQL)",Renesas Design Vietnam,You'll love it,,Ho Chi Minh
Senior iOS Engineer,VNGGames,You'll love it,,Ho Chi Minh
"QA Manager (Automation Test, QA QC, English)",Nakivo,You'll love it,,Ho Chi Minh
"Data Scientist (Python, LLM, AI, Machine Learning)",Beyondsoft Technology (Vietnam) Company Limited,Thỏa thuận,,Ho Chi Minh
Technical / Solution Architect (C#/ WPF/ Cloud / AWS),Hitachi Digital Services,Thỏa thuận,,Ho Chi Minh
"Fullstack Developer (PHP/Python, React/Vue)",HDWEBSOFT,You'll love it,,Ho Chi Minh
Senior Site Reliability Engineer,NAB Innovation Centre Vietnam,You'll love it,,Ho Chi Minh
Senior AI Product Manager - eKYC,Trusting Social,You'll love it,,Ho Chi Minh
Mid/Senior Data Engineer (English),Relia Software,You'll love it,,Ho Chi Minh
Senior/Middle Frontend Developer – React/Next.js/Vue,TGL Solutions,Thỏa thuận,,Ho Chi Minh
"Project Manager /Quản lý Dự án (C#: ASP.NET, .NET)",TGL Solutions,Thỏa thuận,,Ho Chi Minh
"Senior Backend Developer (AWS, C# .NET, Nodejs)",TGL Solutions,Thỏa thuận,,Ho Chi Minh
Senior Application Engineer Backend Ruby,LIFULL Tech Vietnam,Thỏa thuận,,Ho Chi Minh
AI Engineer,Deliveree On-Demand Logistics,You'll love it,,Ho Chi Minh
"Backend Engineer (NodeJS, AWS)",Medigo,You'll love it,,Ho Chi Minh
Intermediate .NET Developer,Topicus Vietnam,You'll love it,,Ho Chi Minh
Senior Backend Engineer (Java/Go),TIKI,You'll love it,,Ho Chi Minh
Junior PHP Developers,Maruweb Viet Nam,Thỏa thuận,,Ho Chi Minh
Automation Tester (Selenium / Playwright / Cypress),Zyneric,Upto 34 triệu vnđ (net),,Ho Chi Minh
Data Engineer,Fullerton Health,You'll love it,,Ho Chi Minh
"Mid/Senior Backend Developer (NodeJS, English)",Fullerton Health,You'll love it,,Ho Chi Minh
Project Manager (PM / Senior PM) – Digital Transformati,AthenaFS,Thỏa thuận,,Ho Chi Minh
"10 Junior .NET Developer (HTML, C#, Javascript)",Tinh Van Consulting,You'll love it,,Ho Chi Minh
Project Manager,"TPIsoftware Co., Ltd",You'll love it,,Ho Chi Minh
HCM-Junior Implementation Consultant (SQL/Oracle/Java),OpenWay Asia,Thỏa thuận,,Ho Chi Minh
Senior Ruby on Rails Developer,ZIGExN VeNtura,You'll love it,,Ho Chi Minh
Senior PHP Developer (Laravel / ReactJS / VueJS),ZIGExN VeNtura,You'll love it,,Ho Chi Minh
Technical Business Analyst (English),CUBICSTACK SOLUTIONS,You'll love it,,Ho Chi Minh
"Senior Backend Developer (PHP, Laravel, MySQL, Kafka)",CUBICSTACK SOLUTIONS,Thỏa thuận,,Ho Chi Minh
"[Fresher/Junior] AI Agent Engineer (Grit, Python)",Eatlab co Ltd,Thỏa thuận,,Ho Chi Minh
[Hybrid Job] Agentic Tech Lead (Applied AI),CÔNG TY TNHH JV-IT TECHS,You'll love it,,Ho Chi Minh
Product Manager,Nakivo,Thỏa thuận,,Ho Chi Minh
Project Manager,Nakivo,You'll love it,,Ho Chi Minh
"Product Manager (AI-powered Solutions, US, English)",Moatable,You'll love it,,Ho Chi Minh
"[Remote] Backend Engineer (Python, Django/FastAPI)",Công ty TNHH RENDA,Thỏa thuận,,Ho Chi Minh
"Database Administrator (MariaDB, PostgreSQL, SQL)",Cadena Vietnam,You'll love it,,Ho Chi Minh
"QA QC Engineer (HRMS, Automation Test, Tester)",Cadena Vietnam,You'll love it,,Ho Chi Minh
Senior DevOps Engineer (SRE/Platform Engineer),Cadena Vietnam,You'll love it,,Ho Chi Minh
"Fullstack Developer (Golang, ReactJS, HRMS)",Cadena Vietnam,You'll love it,,Ho Chi Minh
Frontend Team Lead (JavaScript/ReactJS/NextJS),APOLLOGIX,You'll love it,,Ho Chi Minh
Project Manager,Parcel Perform,You'll love it,,Ho Chi Minh
"Product Designer (English, AI)",HRS Group,You'll love it,,Ho Chi Minh
"Sr Software Engineer, Machine Learning (AI, English)",GeoComply (GeoTech Hub Vietnam),You'll love it,,Ho Chi Minh
6 Fullstack (C# JavaScript) Sr Developers /up to $3000,RANGSTRUP IT Vietnam,Thỏa thuận,,Ho Chi Minh
5 .NET (C#) Junior developers,RANGSTRUP IT Vietnam,Thỏa thuận,,Ho Chi Minh
"Fullstack Developer (.NET 8, ReactJs, Kubernetes)",Restaff – House Of Norway,Thỏa thuận,,Ho Chi Minh
[Middle/ Senior] Cloud Engineer (AWS),NEC Vietnam,You'll love it,,Ho Chi Minh
"Tech Lead Manager (C#, .NET, ReactJS, English required)",FOUR HANDS,You'll love it,,Ho Chi Minh
"Middle/ Senior Java Developer (Spring Boot, AWS)",NEC Vietnam,You'll love it,,Ho Chi Minh
"05 Business Analyst (ERP, SQL)",Tinh Van Consulting,You'll love it,,Ho Chi Minh
"Backend Developer (Java, MySQL, Spring Boot)",WTECH VIETNAM,You'll love it,,Ho Chi Minh
"Fresher & Junior - Software Developer (.NET, Java, C#)",Netcompany,You'll love it,,Ho Chi Minh
"Sr. Backend Engineer (Java, Java+Python) - US Product",Moatable,You'll love it,,Ho Chi Minh
"Senior Frontend Engineer (JavaScript, VueJS, English)",Moatable,You'll love it,,Ho Chi Minh
"Full-stack Web (Nuxt.js / NextJS, NodeJS, Laravel)",CÔNG TY TNHH JV-IT TECHS,Thỏa thuận,,Ho Chi Minh
IT Communicator (Japanese – JLPT N2+),ARIS Vietnam,Thỏa thuận,,Ho Chi Minh
Senior/Lead Fullstack Developer,The One Digi Corp,Thỏa thuận,,Ho Chi Minh
Frontend Developer — React Grid Systems Typescript & UX,NEW IT,Thỏa thuận,,Ho Chi Minh
"Backend Engineer (Junior - Middle, English)",Spartan Dev Inc,You'll love it,,Ho Chi Minh
"Applied AI Engineer (Junior - Middle, English)",Spartan Dev Inc,You'll love it,,Ho Chi Minh
Test Engineer,Motorola Solutions,You'll love it,,Ho Chi Minh
Firmware Developer,Motorola Solutions,You'll love it,,Ho Chi Minh
Product Designer Lead,AROBID.COM,Thỏa thuận,,Ho Chi Minh
Bridge Software Engineer (Japanese),Cube System Việt Nam,Thỏa thuận,,Ho Chi Minh
"QA Engineer (QA QC, Tester)",LittleLives,You'll love it,,Ho Chi Minh
"Java Fullstack Developer (JavaScript, Web API, Spring)",Bowker Garment Factory,You'll love it,,Ho Chi Minh
Fullstack Developer (Blockchain & AI),CÔNG TY CỔ PHẦN ROMANA VIỆT NAM,You'll love it,,Ho Chi Minh
"Middle Backend Developer (NodeJS, NestJS, ExpressJS)",Eazylab VietNam,You'll love it,,Ho Chi Minh
ML Engineer (Froduction Focus),VNGGames,Thỏa thuận,,Ho Chi Minh
Senior Power Platform/Power Automate Consultant,iDeaLogic,You'll love it,,Ho Chi Minh
Fullstack Developer (Ruby on Rails/ PHP/ AWS/ English),Giftee Tech Vietnam,Thỏa thuận,,Ho Chi Minh
[Remote] Python Developer (Machine Learning Focus),VPDD FEELDX PTY LTD tại TP.HCM,Thỏa thuận,,Ho Chi Minh
Senior Automation QA Engineer,EUROFINS GSC IT VIETNAM COMPANY LIMITED,You'll love it,,Ho Chi Minh
"Software Tester (Embedded, Edge Devices)",Gremsy JSC,Thỏa thuận,,Ho Chi Minh
Business Analyst (Suppoer PM/Domain-Driven),CÔNG TY TNHH STONEPINE,Thỏa thuận,,Ho Chi Minh
Ruby on Rails Engineer (Tech Lead/Senior),"MONEY FORWARD VIETNAM CO.,LTD",You'll love it,,Ho Chi Minh
"Mobile Developer (Android, React Native)",Deliveree On-Demand Logistics,You'll love it,,Ho Chi Minh
"DevOps Engineer (AWS, English required)",ekino Vietnam,Thỏa thuận,,Ho Chi Minh
MSSQL Database Developer,Công ty TNHH Salary (Việt Nam),Thỏa thuận,,Ho Chi Minh
"QC Lead –Logistics Platform (Tester,SQL)",Smartlog,Thỏa thuận,,Ho Chi Minh
"Embedded Engineer (Linux, Kernel Driver)",Gremsy JSC,Thỏa thuận,,Ho Chi Minh
Senior/Lead - QA QC Engineer (Agile/Scrum),Bizzi Vietnam,Thỏa thuận,,Ho Chi Minh
Senior Python Developer (3 – 5 years),Pacific Technology,You'll love it,,Ho Chi Minh
(Intermediate/Senior) Data Analyst- $55K/year,Crossian,You'll love it,,Ho Chi Minh
"IT Business Analyst (BPMN 2.0, English)",IT-Development Vietnam,Thỏa thuận,,Ho Chi Minh
"Team Leader Developer (.Net Core, MVC, Docker, CI/CD)",Lac Viet Computing Corporation,Thỏa thuận,,Ho Chi Minh
"Middle QA/QC Engineer (SQL, Database)",APOLLOGIX,You'll love it,,Ho Chi Minh
Senior Backend Developer (Java/Spring Boot),APOLLOGIX,You'll love it,,Ho Chi Minh
"Engineering Manager (Backend, Microservices, AI)",LeapXpert,You'll love it,,Ho Chi Minh
"Senior Data Analyst (Python, SQL, Data Warehouse)",Ahamove,You'll love it,,Ho Chi Minh
"Senior Backend Software Engineer (Java, Go, English)",LeapXpert,You'll love it,,Ho Chi Minh
"Technical Consultant - Java, C++, C#, .Net, SQL, Linux",Murex,You'll love it,,Ho Chi Minh
Product Director,MYMIND,You'll love it,,Ho Chi Minh
"Senior Business Analyst (Agile, E-commerce, Agri-Tech)",MYMIND,You'll love it,,Ho Chi Minh
Microsoft D365 F&O Technical Expert – 24Hr Campaign,ELCA,You'll love it,,Ho Chi Minh
Microsoft D365 BC Technical Expert – 24Hr Campaign,ELCA,You'll love it,,Ho Chi Minh
"Fullstack AI Engineer (Python, Computer Vision)",TNI Tech,Thỏa thuận,,Ho Chi Minh
Frontend Technical Lead (NextJS/ReactJS),AROBID.COM,Thỏa thuận,,Ho Chi Minh
"Machine Learning Engineer (Python, SQL, REST APIs)",Ahamove,You'll love it,,Ho Chi Minh
Senior Embedded Software Engineer,DXC Luxoft Vietnam,You'll love it,,Ho Chi Minh
Game 2D Artist,CÔNG TY CỔ PHẦN SUNTEK,Thỏa thuận,,Ho Chi Minh
Game Front-End Developer (PIXI JS/ Cocos),CÔNG TY CỔ PHẦN SUNTEK,Thỏa thuận,,Ho Chi Minh
ABAP Developer/ SAP Technical Consultant,Laidon Group,You'll love it,,Ho Chi Minh
Network and Security Management Role,LINE Vietnam,You'll love it,,Ho Chi Minh
DevOps Team Lead,CODE88 COMPANY LIMITED,Thỏa thuận,,Ho Chi Minh
Backend Engineer (Python),Parcel Perform,You'll love it,,Ho Chi Minh
DevOps Engineer,CÔNG TY TNHH NEXTEDGE,You'll love it,,Ho Chi Minh
Product (UI/UX) Designer,Herond Labs,You'll love it,,Ho Chi Minh
"Mid-Senior Java Backend Developer (Spring, English)",LOGICENTRA,Thỏa thuận,,Ho Chi Minh
"Middle/Senior Software Engineer (Devops, C#, CI/CD)",MiTek Vietnam,You'll love it,,Ho Chi Minh
Frontend Developer ( Angular /AngularJS /React ),Mercatus,You'll love it,,Ho Chi Minh
Backend Developer (Golang/ MySQL/ PostgreSQL/ Nginx),Unity Sport JSC,You'll love it,,Ho Chi Minh
