Job Title,Company,Salary,Skills,Location
Chuyên viên Vận hành CoreBanking,Vietbank,Thỏa thuận,,Ho Chi Minh
AI Analyst,Parcel Perform,You'll love it,,Ho Chi Minh
"Senior Java Engineer (AWS, Spring, SOLID principles)",MYMIND,You'll love it,,Ho Chi Minh
"PHP Developer (Laravel, WordPress)",Trustify Technology,You'll love it,,Ho Chi Minh
Senior QA Engineer (Software Tester),Dai-ichi Life Việt Nam,You'll love it,,Ho Chi Minh
"Backend/Fullstack Developer (NodeJS, TypeScript)",Restaff – House Of Norway,Thỏa thuận,,Ho Chi Minh
Penetration Tester/Security Tester (Mobile Application),Sunbytes,Thỏa thuận,,Ho Chi Minh
"Jr Application Consultant (Java, Python, C#)",Avenue,You'll love it,,Ho Chi Minh
"Senior DevOps Engineer (AWS, Kubernetes)",Fastboy Marketing,You'll love it,,Ho Chi Minh
Senior/Lead PHP Engineer,Fastboy Marketing,You'll love it,,Ho Chi Minh
Frontend Software Engineer (Angular),Blogic Systems,You'll love it,,Ho Chi Minh
System Administrator (GLPI & L2 Support)– 24Hr Campaign,ELCA,You'll love it,,Ho Chi Minh
Senior Frontend Developer (ReactJS),VNGGames,You'll love it,,Ho Chi Minh
"Senior Game Server Developer (Golang, Java, Rust)",Future Game Studio,Thỏa thuận,,Ho Chi Minh
Java Developer,Renesas Design Vietnam,You'll love it,,Ho Chi Minh
Triển Khai Phần Mềm (ERP),VERP Technology Solutions JSC,You'll love it,,Ho Chi Minh
"Senior Full-stack Developer (J2EE, React) SG HN Da Nang",Arbin Instruments,Thỏa thuận,,Ho Chi Minh
"Senior Full-stack Dev (C# ASP.NET, React) SG HN Da Nang",Arbin Instruments,Thỏa thuận,,Ho Chi Minh
"Product Developer (BA, Figma, Agile, Wireframing)",OLLI,You'll love it,,Ho Chi Minh
Senior Business Analyst – 24Hr Campaign,ELCA,You'll love it,,Ho Chi Minh
QA Engineer – 24Hr Campaign,ELCA,You'll love it,,Ho Chi Minh
Senior .NET Engineer – 24Hr Campaign,ELCA,You'll love it,,Ho Chi Minh
Senior AI Engineer (LLM / RAG / PRODUCTION),AROBID.COM,You'll love it,,Ho Chi Minh
DevOps Engineer (Junior/Middle level),TIKI,You'll love it,,Ho Chi Minh
[Sign-on Bonus] Project Leader/ BrSE (Japanese N2+),NEC Vietnam,You'll love it,,Ho Chi Minh
Back-end Golang Developer,SGH Asia Ltd.,You'll love it,,Ho Chi Minh
Full-Stack Developer (ReactJS + NodeJS + Typescript),Agile Lab Pte Ltd,Thỏa thuận,,Ho Chi Minh
UI/UX Designer - Web / Mobile App / Product,Agile Lab Pte Ltd,Thỏa thuận,,Ho Chi Minh
Manual Tester (QA/QC),SPARKMINDS,You'll love it,,Ho Chi Minh
Senior Technical Product Owner (Team Lead),VUS,Thỏa thuận,,Ho Chi Minh
"Expert Backend Engineer (AWS, DevOps)",PNJ,You'll love it,,Ho Chi Minh
Java Developer (Data Integration),Fincorp.,Thỏa thuận,,Ho Chi Minh
Full-Stack Developer (TypeScript/React/Node.js),PLUS IMPACT,Thỏa thuận,,Ho Chi Minh
Senior Back End Development Executive (Golang),VUS,Thỏa thuận,,Ho Chi Minh
IT Infrastructure Server and Storage/IT Network,TOPPA SOLUTIONS,You'll love it,,Ho Chi Minh
"Fullstack Developer (NodeJS, NestJS, VueJS, Angular)",IHOUZZ TECH,You'll love it,,Ho Chi Minh
QA Automation Engineer (Python & C++),Motorola Solutions,You'll love it,,Ho Chi Minh
Remote VueJS / Nuxt Developer,Softly LLC,Thỏa thuận,,Ho Chi Minh
SAP Senior Consultant - SAP FICO Implementation,Deloitte Consulting Vietnam,You'll love it,,Ho Chi Minh
"Middle/Senior Java Developer (.Net, Python, Spring)",Alpaca Vietnam,You'll love it,,Ho Chi Minh
Cloud Engineer – Education & Managed Services,GALAXY HOLDINGS,You'll love it,,Ho Chi Minh
Mobile Developer (React Native/ IOS / MacOS),Hitachi Digital Services,You'll love it,,Ho Chi Minh
Senior UI UX Designer,Công Ty TNHH Musea Journey,You'll love it,,Ho Chi Minh
[HCMC/HN/DN] DevOps Engineer/Cloud Support Engineer(L2),The Rep. Office of STYL Solutions Pte. Ltd. In HCMC,You'll love it,,Ho Chi Minh
"Backend Developer (Golang, .NET, RoR)",Deliveree On-Demand Logistics,You'll love it,,Ho Chi Minh
Middle - Senior Backend Developer (Golang),Zyneric,Thỏa thuận,,Ho Chi Minh
QC Engineer (Tester),Laidon Group,You'll love it,,Ho Chi Minh
AI Engineer - Computer Vision (Machine Learning/Python),GLOBALTECH,You'll love it,,Ho Chi Minh
"Backend Python Developer (Flask, FastAPI, SQL, Docker)",GLOBALTECH,You'll love it,,Ho Chi Minh
"AI Engineer - NLP (Machine Learning, LLMs, API)",GLOBALTECH,You'll love it,,Ho Chi Minh
"Front-end Developer (HTML, CSS, JavaScript, API)",GLOBALTECH,You'll love it,,Ho Chi Minh
Python Developer (Middle),Capgemini Vietnam,You'll love it,,Ho Chi Minh
Senior Back-End Engineer (Python),FireGroup,You'll love it,,Ho Chi Minh
AI Engineer,Spiraledge,You'll love it,,Ho Chi Minh
Mobile Developer (Flutter) – AI-First Product Team,Spiraledge,You'll love it,,Ho Chi Minh
Golang Developer (Blockchain/web3),Nexsoft Technology,You'll love it,,Ho Chi Minh
Flutter Developer (Blockchain/Web3),Nexsoft Technology,You'll love it,,Ho Chi Minh
Backend Engineer (Kotlin/Java/Spring) - NAVER FINANCIAL,NAVER VIETNAM,You'll love it,,Ho Chi Minh
"Business Analyst (Microsoft Azure Cloud, Scrum Master)",ROSENXT TECHNOLOGY VIETNAM,You'll love it,,Ho Chi Minh
Senior Full-stack Web and AI Developer,East Agile,Thỏa thuận,,Ho Chi Minh
"DevOps Engineer (AWS, Cloud)",Deliveree On-Demand Logistics,You'll love it,,Ho Chi Minh
Unity Game Client Developer (C#),Công Ty TNHH G4M,You'll love it,,Ho Chi Minh
"Application Developer (.Net Core 6, C#, HTML, ReactJS)",Gene Solutions,You'll love it,,Ho Chi Minh
"Senior Automation Tester (QA QC, Selenium, Java)",ekino Vietnam,Thỏa thuận,,Ho Chi Minh
BI Supervisor (SQL/ English),FOUR HANDS,You'll love it,,Ho Chi Minh
Frontend Developer (Angular),Oivan,You'll love it,,Ho Chi Minh
[HCMC/HN/DN] Software Engineer (Java/PHP/Angular),The Rep. Office of STYL Solutions Pte. Ltd. In HCMC,You'll love it,,Ho Chi Minh
DevOps Engineer,Oivan,You'll love it,,Ho Chi Minh
[Hybrid] Senior Frontend Angular Developer (English),Quang Trung Software Development,You'll love it,,Ho Chi Minh
Senior Backend .NET Core 8 Developer (English),Quang Trung Software Development,You'll love it,,Ho Chi Minh
Full-Stack JavaScript Developer (All Levels Welcome),Zigvy,Thỏa thuận,,Ho Chi Minh
"Frontend Developer (ReactJS, VueJS, JavaScript)",MetaCrew,You'll love it,,Ho Chi Minh
Python Engineer (ERP Infrastructure & API Bridge),NEW IT,Thỏa thuận,,Ho Chi Minh
[Remote] C++/C# Developer - Desktop Application,VCAPTECH,Thỏa thuận,,Ho Chi Minh
PHP Developer (Laravel) - Contractor,ITBee Solutions,You'll love it,,Ho Chi Minh
Software Engineering Team Leader (Solution Architect),Simpson Strong-Tie Vietnam,You'll love it,,Ho Chi Minh
"(Senior) QA Engineer (Automation, REST API testing)",Absolute Software (Vietnam) Ltd,You'll love it,,Ho Chi Minh
Senior Backend Engineer (Golang | NodeJS),DatVietVAC,You'll love it,,Ho Chi Minh
"Senior Backend Java Engineer (Spring, React)",SourceCode,Thỏa thuận,,Ho Chi Minh
"Remote -Sr. React Native Engineer (ReactJS, Javascript)",SourceCode,You'll love it,,Ho Chi Minh
Senior Cloud Architect,ITviec Recruitment Consulting,Thỏa thuận,,Ho Chi Minh
"Sr/Jr Software Developer (C#, WinForms, .NET Framework)","ReFlex Technologies Vietnam Co., Ltd",Thỏa thuận,,Ho Chi Minh
Senior Scrum Master,Simpson Strong-Tie Vietnam,You'll love it,,Ho Chi Minh
Middle/Senior Game Artist (Photoshop/UI UX/Illustrator),RGP Software Processing,You'll love it,,Ho Chi Minh
"QA/ QC/ Tester (Windows, 3D)",Intratech Corp,You'll love it,,Ho Chi Minh
Senior Full-stack Software Engineer (.NET/ReactJS),KMS Technology,You'll love it,,Ho Chi Minh
Senior Business Analyst / Associate Product Manager,SkyLab,You'll love it,,Ho Chi Minh
"Flutter Mobile Apps Developer (Dart, Android, iOS)",Designveloper (DSV),Up to $2500,,Ho Chi Minh
Business Development Executive (IT Outsourcing),Saigon Technology,You'll love it,,Ho Chi Minh
Automation Tester (QA/QC),MiTek Vietnam,You'll love it,,Ho Chi Minh
Senior Shopify Engineer,soxes AG,Thỏa thuận,,Ho Chi Minh
"Senior/Principal Ruby on Rails Developer (AWS, Backend)","ANDPAD VietNam Co., Ltd",You'll love it,,Ho Chi Minh
"Middle/ Senior Software Engineer (C#, .NET, SQL)",MiTek Vietnam,You'll love it,,Ho Chi Minh
"AI Developer/Optimization Engineers (Python, LLM)","ARSEN Kawaijuku Tech Vietnam Co.,Ltd",You'll love it,,Ho Chi Minh
"Off-Shore IT Comtor - Delivery Manager (Korean, BrSE)",SHINHAN DS,Thỏa thuận,,Ho Chi Minh
8 C# / .NET Sr Developers - up to $3000,RANGSTRUP IT Vietnam,Thỏa thuận,,Ho Chi Minh
"Senior Fullstack Developer - Optimizely (.NET, NodeJS)",Paved Digital Pty Ltd,You'll love it,,Ho Chi Minh
Senior DevOps Engineer (Strong AWS),CODE88 COMPANY LIMITED,You'll love it,,Ho Chi Minh
Manual Tester (QA QC/English),Netcompany,You'll love it,,Ho Chi Minh
"Senior/Lead QA Engineer (QE, QC, Automation Tester)",NAB Innovation Centre Vietnam,You'll love it,,Ho Chi Minh
Lead Software Engineer – Desktop Application (Remote),VCAPTECH,Thỏa thuận,,Ho Chi Minh
CRM Data Analyst (AI Applications),CÔNG TY TNHH GIẢI PHÁP TRÍ TUỆ SỐ,You'll love it,,Ho Chi Minh
"Middle/Senior Quality Engineers (Tester, QA, Selenium)",DXC Vietnam,You'll love it,,Ho Chi Minh
Technical Project Manager (Automotive Chiplet/10 years),Bosch Global Software Technologies Company Limited,You'll love it,,Ho Chi Minh
"DevOps Engineer (Nginx, English-speaking)",EUROFINS GSC IT VIETNAM COMPANY LIMITED,You'll love it,,Ho Chi Minh
Mobile Engineer ( Swift - Middle/Senior Level),Silver Tiger Technology,Thỏa thuận,,Ho Chi Minh
Technical Lead,Officience,You'll love it,,Ho Chi Minh
"Mid/Sr AEM Backend Developer (Java, HTL, Sling, API)",SAI Digital,Thỏa thuận,,Ho Chi Minh
"Bridge Software Engineer (BrSE, Japanese N2)",bitA Viet Nam,You'll love it,,Ho Chi Minh
"Remote - Systems Developer, Golang",Softly LLC,Thỏa thuận,,Ho Chi Minh
Remote - Marketing and Social Media,Softly LLC,Thỏa thuận,,Ho Chi Minh
Remote - GPU / CUDA Developer,Softly LLC,Thỏa thuận,,Ho Chi Minh
Remote - Amazing Graphics Designer - Softly LLC,Softly LLC,Thỏa thuận,,Ho Chi Minh
"Remote - Rust blockchain developer (Sui, Move, Wasm)",Softly LLC,Thỏa thuận,,Ho Chi Minh
Website QA Manager (Tester/QA QC/English),Nakivo,Thỏa thuận,,Ho Chi Minh
Sr. Fullstack Software Engineer (Ionic/Mobile/Angular),KMS Technology,You'll love it,,Ho Chi Minh
Lead Mobile App Developer (React Native / Full Stack),ITviec Recruitment Consulting,Thỏa thuận,,Ho Chi Minh
Game Server Developer,NEXON DEV VINA,You'll love it,,Ho Chi Minh
Data Engineer,Capgemini Vietnam,You'll love it,,Ho Chi Minh
Presales Engineer (AI & Data field),Cloud Ace,You'll love it,,Ho Chi Minh
"Senior / Lead DevSecOps Engineer (AWS, Azure, Go)",Rexy Technology,You'll love it,,Ho Chi Minh
"Experienced Full-stack Developer (.NET, C#)",OMNIA SYSTEMS COMPANY LIMITED,You'll love it,,Ho Chi Minh
Cloud Engineer,Accenture,Thỏa thuận,,Ho Chi Minh
MLOps Engineer,Trusting Social,You'll love it,,Ho Chi Minh
Bridge Software Engineer (Middle/Senior/Japanese N2+),"Donuts Vietnam Co., Ltd.",You'll love it,,Ho Chi Minh
Application Engineer (TypeScript/ PHP),LIFULL Tech Vietnam,You'll love it,,Ho Chi Minh
"Senior Business Analyst (Jira, SQL, Agile)",HSC,You'll love it,,Ho Chi Minh
"Developer Manager (PHP Technical Lead, English)",Nakivo,You'll love it,,Ho Chi Minh
Junior/Senior Automation Test Engineer,KMS Technology,You'll love it,,Ho Chi Minh
Senior Embedded Security Engineer – Linux / Android,Bosch Global Software Technologies Company Limited,You'll love it,,Ho Chi Minh
"AEM Tech Lead (Java, Sling, OSGi, API)",SAI Digital,Thỏa thuận,,Ho Chi Minh
Senior QA Engineer (AI & Infrastructure focus),AMANOTES,You'll love it,,Ho Chi Minh
"(Senior) QA Engineer (Tester, Japanese N2+)","ANDPAD VietNam Co., Ltd",You'll love it,,Ho Chi Minh
[Hanoi & HCM] Principal/Senior AI/LLM Prompt Engineer,"MONEY FORWARD VIETNAM CO.,LTD",You'll love it,,Ho Chi Minh
Information Security Lead,Sun Life Vietnam Insurance Company Limited,You'll love it,,Ho Chi Minh
[Ho Chi Minh] Full-Stack Developer (ReactJS/ NodeJS),ONE Tech Stop Vietnam Company Ltd,You'll love it,,Ho Chi Minh
"Senior QC (Japanese,Manual Testing,FrontEnd & Backend)",FUJIFILM Business Innovation Việt Nam,You'll love it,,Ho Chi Minh
Mobile Engineer,S4BT Solutions for Business Travel.,You'll love it,,Ho Chi Minh
Middle/Senior Java Engineer,NAB Innovation Centre Vietnam,You'll love it,,Ho Chi Minh
Senior Shopify App Developer,Forix,You'll love it,,Ho Chi Minh
Dot Net System Application Developer,Motorola Solutions,You'll love it,,Ho Chi Minh
Embedded Software Engineer (C++/Linux),Motorola Solutions,You'll love it,,Ho Chi Minh
Principal Business Analyst (ERP),Titan DMS,You'll love it,,Ho Chi Minh
Regional IT and Cloud Specialist (APAC),IT Consultis,You'll love it,,Ho Chi Minh
"QA Automation Engineer, Embedded Video AI",Motorola Solutions,You'll love it,,Ho Chi Minh
[Da Nang / Ho Chi Minh] UI/UX Designer,ONE Tech Stop Vietnam Company Ltd,You'll love it,,Ho Chi Minh
"Jr/Mid Android Developer (Java, Kotlin, Android, IoT)",Công ty TNHH GlamoVN,You'll love it,,Ho Chi Minh
"Middle/Senior AI Engineer (LLM, NLP, RAG, Chatbot)",Công ty TNHH GlamoVN,You'll love it,,Ho Chi Minh
Middle/Senior Mobile Developer (Flutter / React Native),CÔNG TY TNHH EZ2 LAB,Thỏa thuận,,Ho Chi Minh
"Senior Project Manager (ERP, SAP, Oracle, Odoo, SQL)",CÔNG TY TNHH YONYOU NETWORK VIỆT NAM,You'll love it,,Ho Chi Minh
Manual QC Engineer (Middle),Saigon Technology,You'll love it,,Ho Chi Minh
"Senior Frontend Dev (VueJS, NuxtJS, Headless CMS)",Xenia Tech,Thỏa thuận,,Ho Chi Minh
Senior Front-End Developer (with GA4),Simpson Strong-Tie Vietnam,You'll love it,,Ho Chi Minh
[HCM & Da Nang] IT Business Analyst (English),Laidon Group,You'll love it,,Ho Chi Minh
"Technical Architect – Java (J2EE, Spring, English)",NashTech,You'll love it,,Ho Chi Minh
Senior Front-end React Developer (Good English),Unifiedpost,You'll love it,,Ho Chi Minh
"Junior Infrastructure Engineer (Networking, Linux, K8S)",Endava Việt Nam,You'll love it,,Ho Chi Minh
"5 Junior/Senior Backend Developer (.NET, C#, SQL)",TRUONG MINH THINH TECHNOLOGY JOINT STOCK COMPANY,Up to $2000,,Ho Chi Minh
UI-UX Designer (Fresher/Junior),TRUONG MINH THINH TECHNOLOGY JOINT STOCK COMPANY,You'll love it,,Ho Chi Minh
"Middle/Senior Backend Developer (Go, Java, DevOps)",YOONG,You'll love it,,Ho Chi Minh
Manual Tester (QA/QC),CÔNG TY TNHH JV-IT TECHS,Thỏa thuận,,Ho Chi Minh
Senior PHP Software Engineer (SaaS product),Rakus Vietnam Company,Thỏa thuận,,Ho Chi Minh
AI CRM Tech Lead (LLM/ML/Prompt Engineering/Python),CÔNG TY TNHH GIẢI PHÁP TRÍ TUỆ SỐ,You'll love it,,Ho Chi Minh
Automation QA Engineer (QA QC/Tester/Automation Test),Nakivo,Thỏa thuận,,Ho Chi Minh
"05 Mid/Sr Fullstack Web Developer (React, Nest.JS)",Unity In Diversity,You'll love it,,Ho Chi Minh
"Software Developer (Python, ML/AI)",EUROFINS GSC IT VIETNAM COMPANY LIMITED,You'll love it,,Ho Chi Minh
Remote FullStack Engineer,Employment Hero,You'll love it,,Ho Chi Minh
Senior Backend Engineer (Ruby/Python/NodeJS/Go/Java),Employment Hero,You'll love it,,Ho Chi Minh
Business Analyst Officer,Motorist Pte Ltd,Thỏa thuận,,Ho Chi Minh
"Full-stack Developer (HTML5, CSS3, JavaScript, English)",DYM VIET NAM,Thỏa thuận,,Ho Chi Minh
Windows Engineer (C++),NAVER VIETNAM,You'll love it,,Ho Chi Minh
Product Owner (Middle/Senior Level),Silver Tiger Technology,Thỏa thuận,,Ho Chi Minh
Mid/Sr Mobile Dev (iOS/Android) - English required,"Rakuten Fintech Vietnam Co., Ltd.",Up to $3200,,Ho Chi Minh
Backend Engineer (Java/Kotlin/Spring) - SMARTID/CLIP,NAVER VIETNAM,You'll love it,,Ho Chi Minh
Fullstack Engineer (Java/ReactJS) - Weverse,NAVER VIETNAM,You'll love it,,Ho Chi Minh
Backend Engineer (Golang - Middle/Senior Level),Silver Tiger Technology,Thỏa thuận,,Ho Chi Minh
IT Service Desk Specialist,Home Credit Vietnam,You'll love it,,Ho Chi Minh
QC Engineer (Automation - Middle/Senior Level),Silver Tiger Technology,Thỏa thuận,,Ho Chi Minh
"Business Analyst-Professional Trading (AI,Robo-Advisor)",CÔNG TY CỔ PHẦN CHỨNG KHOÁN KAFI,You'll love it,,Ho Chi Minh
Senior Manual Tester (English),Topicus Vietnam,You'll love it,,Ho Chi Minh
"Angular Developer (Financial domain, English)",Topicus Vietnam,You'll love it,,Ho Chi Minh
Lead Java Engineer,NAB Innovation Centre Vietnam,You'll love it,,Ho Chi Minh
Big Data Engineer,Trusting Social,You'll love it,,Ho Chi Minh
"Senior Frontend Engineer (TypeScript, Vue/React)",SMG Swiss Marketplace Group,Thỏa thuận,,Ho Chi Minh
Junior PHP Developer,DIGILO,Upto $800,,Ho Chi Minh
Principal Java Engineer - Nabserv,NAB Innovation Centre Vietnam,You'll love it,,Ho Chi Minh
Business Analyst – Digital Banking,CÔNG TY CỔ PHẦN CHỨNG KHOÁN KAFI,You'll love it,,Ho Chi Minh
Business Analyst – Digital Business,CÔNG TY CỔ PHẦN CHỨNG KHOÁN KAFI,You'll love it,,Ho Chi Minh
[Remote/Hybrid] Backend Engineer (Scala/Kotlin/Golang),Semrush,Thỏa thuận,,Ho Chi Minh
Backend Engineer (Golang/ Ruby on Rails),Hubble Pte. Ltd,Thỏa thuận,,Ho Chi Minh
Business Analyst/ Product Owner (Agile/Scrum),Mynavi TechTus Vietnam,Thỏa thuận,,Ho Chi Minh
Senior/Lead Backend Developer (Java),Vinamilk,Thỏa thuận,,Ho Chi Minh
Middle/ Senior Backend Engineer (Golang),Vulcan Labs,You'll love it,,Ho Chi Minh
Junior QC Engineer (Tester),"Gearment Co.,Ltd",Thỏa thuận,,Ho Chi Minh
iOS Engineer (Junior to Middle),Spartan Dev Inc,You'll love it,,Ho Chi Minh
"Senior Backend Developer (C#, .Net, SQL, RESTful APIs)",VINCENT HOLDINGS CO LTD,You'll love it,,Ho Chi Minh
CVCC Quản lý Tuân thủ CNTT (Governance/Risk/Security),Novaland,You'll love it,,Ho Chi Minh
Business Analyst ( SAP HCM payroll),Novaland,You'll love it,,Ho Chi Minh
Machine Learning Engineer (Remote),Storygold AI,Thỏa thuận,,Ho Chi Minh
"AI/Machine Learning Engineer (LLM, Fine-tuning, Agent)",AIRR Labs,Thỏa thuận,,Ho Chi Minh
"Site Reliability Engineer (Azure, English)",HRS Group,You'll love it,,Ho Chi Minh
Backend Engineer (AI Project),AIRR Labs,Thỏa thuận,,Ho Chi Minh
Java Developer (10 headcounts),POSCO DX VIETNAM,You'll love it,,Ho Chi Minh
"Fullstack Engineer (Typescript/Python, English)",SMG Swiss Marketplace Group,Thỏa thuận,,Ho Chi Minh
[Mabinogi] LIVE Service/Game Developer (C++),NEXON DEV VINA,You'll love it,,Ho Chi Minh
.NET Fullstack Developer,Finit Consulting Vietnam,You'll love it,,Ho Chi Minh
"Mid/Senior iOS Engineer (Swift, SwiftUI)",SMG Swiss Marketplace Group,Thỏa thuận,,Ho Chi Minh
Middle/Senior Front-End Developer,Laidon Group,You'll love it,,Ho Chi Minh
Fullstack Developer (Ruby/NodeJS/Go/PHP/Python),Nimble,You'll love it,,Ho Chi Minh
Senior Frontend Engineer (React/Next.js),Annam Software Company,Thỏa thuận,,Ho Chi Minh
Technical Lead (Ruby/NodeJS/Go/PHP/Python),Nimble,You'll love it,,Ho Chi Minh
Temporary Contract - Mid Backend (prefer Golang/NodeJS),Onpoint,You'll love it,,Ho Chi Minh
Junior QC Automation,Deliveree On-Demand Logistics,You'll love it,,Ho Chi Minh
"Senior Golang Developer (Backend, AWS, MySQL)","ANDPAD VietNam Co., Ltd",You'll love it,,Ho Chi Minh
Principal Frontend Engineer (ReactJS/VueJS),"ANDPAD VietNam Co., Ltd",You'll love it,,Ho Chi Minh
Fullstack Developer (Python/ Golang/ C++),OceanNet Software,Thỏa thuận,,Ho Chi Minh
Mid-Senior Unity Developer (Music EdTech Startup),Công Ty TNHH Musea Journey,You'll love it,,Ho Chi Minh
Senior Product Owner,Agent-X,You'll love it,,Ho Chi Minh
"Fullstack Engineer (Angular, .NET)",S4BT Solutions for Business Travel.,You'll love it,,Ho Chi Minh
UI/UX Designer (Figma),S4BT Solutions for Business Travel.,You'll love it,,Ho Chi Minh
"Data Analyst (Power BI, SQL server)",S4BT Solutions for Business Travel.,You'll love it,,Ho Chi Minh
"QA Automation Engineer (TypeScript, Selenium)",S4BT Solutions for Business Travel.,You'll love it,,Ho Chi Minh
Solution Architect (Java/Python/Golang),GFT Technologies Vietnam,You'll love it,,Ho Chi Minh
"Java Engineer (Spring, Junit) From 5 Years",Rakus Vietnam Company,From $1300,,Ho Chi Minh
Full-stack Developer (Middle/Senior),PAL TECH,Thỏa thuận,,Ho Chi Minh
Intermediate/Senior AI Engineer (Python),Crossian,You'll love it,,Ho Chi Minh
AI/ML Ops Engineer,Crossian,You'll love it,,Ho Chi Minh
"[Hybrid/Remote] Senior Fullstack (NET, React/Angular)",RIKKEISOFT,You'll love it,,Ho Chi Minh
Nhân viên quản trị mạng (Network Administrator),Tổng công ty Tân Cảng Sài Gòn (Saigon NewPort Corporation),Thỏa thuận,,Ho Chi Minh
[Da Nang & Ho Chi Minh] Technical Architect,ONE Tech Stop Vietnam Company Ltd,Thỏa thuận,,Ho Chi Minh
"Fullstack Software Engineer (TypeScript, GenAI, LLM)",PAPAYA INSURTECH,You'll love it,,Ho Chi Minh
"Jr/ Sr Full-Stack DevOps Engineer (AWS, Azure, English)",HDWEBSOFT,You'll love it,,Ho Chi Minh
[Remote] Mid/Sr. Product Engineer (Python/LLM/AI),DevWire LTD,Thỏa thuận,,Ho Chi Minh
Backend Developer (NodeJS/ Java),CÔNG TY TNHH STONEPINE,You'll love it,,Ho Chi Minh
Senior AI Engineering,TymeX,You'll love it,,Ho Chi Minh
"BackEnd Developer(NodeJS, AWS)",CÔNG TY TNHH AI MED ENGINE,Thỏa thuận,,Ho Chi Minh
SQL Developer,Capgemini Vietnam,You'll love it,,Ho Chi Minh
Full-stack Ruby Developer,CodeLink,You'll love it,,Ho Chi Minh
Junior Android Developer (Kotlin/Java),Motorist Pte Ltd,Thỏa thuận,,Ho Chi Minh
UI/UX Designer,Digital Unicorn,You'll love it,,Ho Chi Minh
"Senior Data Analyst (Python, SQL, ETL)",Saigon Technology,You'll love it,,Ho Chi Minh
Product Owner (Domain Ecommerce/CRM),YODY Fashion,Thỏa thuận,,Ho Chi Minh
Project Manager / Product Manager,Spartan Dev Inc,You'll love it,,Ho Chi Minh
Jr/Mid Fullstack Java Engineer (Angular/ReactJS),KMS Technology,You'll love it,,Ho Chi Minh
"AI Architecture Lead (LLMs, AI APIs, Python, NodeJS)",HDS Services Vietnam,You'll love it,,Ho Chi Minh
Senior Agentics AI Engineer,VinSmart Future,You'll love it,,Ho Chi Minh
Software Engineer (.Net/Java/SQL),OL Vietnam,You'll love it,,Ho Chi Minh
Front-end Engineer (JavaScript/TypeScript/React),OL Vietnam,You'll love it,,Ho Chi Minh
Junior - Senior C++ SECURITY SOFTWARE ENGINEER,IVC (ISB Vietnam),Thỏa thuận,,Ho Chi Minh
Middle Data Engineer (SQL/ Python/ Cloud) - Contractor,ITBee Solutions,Thỏa thuận,,Ho Chi Minh
Data Engineer Fresher,Cigro Inc.,You'll love it,,Ho Chi Minh
Android Engineer (Junior - Middle),Spartan Dev Inc,You'll love it,,Ho Chi Minh
"Project Leader (.Net/Java/PHP, JavaScript) - Japanese",ISV Vietnam,You'll love it,,Ho Chi Minh
Technical Lead (Golang/Java),Virtual Security Lab Cyber Risk Management Services L.L.C,You'll love it,,Ho Chi Minh
Senior AI Developer (Python),"ARSEN Kawaijuku Tech Vietnam Co.,Ltd",You'll love it,,Ho Chi Minh
"Frontend Developer (React Native, ReactJS, JavaScript)",Restaff – House Of Norway,Thỏa thuận,,Ho Chi Minh
"Senior Data Engineer (Java, Python)",CÔNG TY CỔ PHẦN CHỨNG KHOÁN KAFI,You'll love it,,Ho Chi Minh
Java Developer,CÔNG TY TNHH NEXTEDGE,You'll love it,,Ho Chi Minh
ERP Manager,PNJ,You'll love it,,Ho Chi Minh
Mobile Application Developer (Flutter/Dart/Android/IOS),VUS,Thỏa thuận,,Ho Chi Minh
"Senior iOS Developer (Mobile, Flutter)",ekino Vietnam,Thỏa thuận,,Ho Chi Minh
Mobile Developer (React JS/React Native),Fincorp.,Thỏa thuận,,Ho Chi Minh
"Senior/Junior Full-stack Test Engineer (Java, Selenium)",KMS Technology,You'll love it,,Ho Chi Minh
Senior Project Manager (PM),Floating Cube Studios,You'll love it,,Ho Chi Minh
(Middle/Senior) Back-end NodeJS Engineer,BAN VIEN CORPORATION,You'll love it,,Ho Chi Minh
Senior Java Developer,Simpson Strong-Tie Vietnam,You'll love it,,Ho Chi Minh
"Software Engineer (Java, Javascript)",FUJIFILM Business Innovation Việt Nam,You'll love it,,Ho Chi Minh
"Backend Technical Lead (Java, Golang, NextJS, API)",CÔNG TY CỔ PHẦN CHỨNG KHOÁN KAFI,You'll love it,,Ho Chi Minh
"Principal Data Engineer (AWS, SQL, Data Architecture)",Sun Life Vietnam Insurance Company Limited,You'll love it,,Ho Chi Minh
"DevOps/SRE (CI/CD, Observability, Release Safety)",AiClipX,Thỏa thuận,,Ho Chi Minh
Technical Scrum Master,TymeX,You'll love it,,Ho Chi Minh
Senior DevOps Engineer (AWS),KMS Technology,You'll love it,,Ho Chi Minh
IT Manager (Logistics & Freight Forwarding),Công Ty TNHH Mol Logistics,You'll love it,,Ho Chi Minh
Senior Systems/ Application Support Engineer (C#/ .NET),Thoughtworks Vietnam,You'll love it,,Ho Chi Minh
"Senior Product Manager (AI, English)",HRS Group,You'll love it,,Ho Chi Minh
"Senior Backend Engineer (Java, AI, English)",HRS Group,You'll love it,,Ho Chi Minh
Business Analyst (POS Products),Blogic Systems,You'll love it,,Ho Chi Minh
"Software Developer (ASP.NET, C#, MVC)",Công ty TNHH Salary (Việt Nam),You'll love it,,Ho Chi Minh
