Job Title,Company,Salary,Experience,Location,Skills,Source,Location_Clean_Fixed
"[Hybrid/Remote] Senior Fullstack (NET, React/Angular)",RIKKEISOFT,Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
Nhân viên quản trị mạng (Network Administrator),Tổng công ty Tân Cảng Sài Gòn (Saigon NewPort Corporation),Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
[Da Nang & Ho Chi Minh] Technical Architect,ONE Tech Stop Vietnam Company Ltd,Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
"Fullstack Software Engineer (TypeScript, GenAI, LLM)",PAPAYA INSURTECH,Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
"Jr/ Sr Full-Stack DevOps Engineer (AWS, Azure, English)",HDWEBSOFT,Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
[Remote] Mid/Sr. Product Engineer (Python/LLM/AI),DevWire LTD,Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
Backend Developer (NodeJS/ Java),CÔNG TY TNHH STONEPINE,Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
Senior AI Engineering,TymeX,Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
"BackEnd Developer(NodeJS, AWS)",CÔNG TY TNHH AI MED ENGINE,Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
SQL Developer,Capgemini Vietnam,Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
Full-stack Ruby Developer,CodeLink,Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
Junior Android Developer (Kotlin/Java),Motorist Pte Ltd,Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
UI/UX Designer,Digital Unicorn,Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
"Senior Data Analyst (Python, SQL, ETL)",Saigon Technology,Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
Product Owner (Domain Ecommerce/CRM),YODY Fashion,Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
Project Manager / Product Manager,Spartan Dev Inc,Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
Jr/Mid Fullstack Java Engineer (Angular/ReactJS),KMS Technology,Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
"AI Architecture Lead (LLMs, AI APIs, Python, NodeJS)",HDS Services Vietnam,Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
Senior Agentics AI Engineer,VinSmart Future,Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
Software Engineer (.Net/Java/SQL),OL Vietnam,Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
Front-end Engineer (JavaScript/TypeScript/React),OL Vietnam,Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
Junior - Senior C++ SECURITY SOFTWARE ENGINEER,IVC (ISB Vietnam),Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
Middle Data Engineer (SQL/ Python/ Cloud) - Contractor,ITBee Solutions,Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
Data Engineer Fresher,Cigro Inc.,Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
Android Engineer (Junior - Middle),Spartan Dev Inc,Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
"Project Leader (.Net/Java/PHP, JavaScript) - Japanese",ISV Vietnam,Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
Technical Lead (Golang/Java),Virtual Security Lab Cyber Risk Management Services L.L.C,Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
Senior AI Developer (Python),"ARSEN Kawaijuku Tech Vietnam Co.,Ltd",Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
"Frontend Developer (React Native, ReactJS, JavaScript)",Restaff – House Of Norway,Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
"Senior Data Engineer (Java, Python)",CÔNG TY CỔ PHẦN CHỨNG KHOÁN KAFI,Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
Java Developer,CÔNG TY TNHH NEXTEDGE,Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
ERP Manager,PNJ,Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
Mobile Application Developer (Flutter/Dart/Android/IOS),VUS,Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
"Senior iOS Developer (Mobile, Flutter)",ekino Vietnam,Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
Mobile Developer (React JS/React Native),Fincorp.,Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
"Senior/Junior Full-stack Test Engineer (Java, Selenium)",KMS Technology,Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
Senior Project Manager (PM),Floating Cube Studios,Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
(Middle/Senior) Back-end NodeJS Engineer,BAN VIEN CORPORATION,Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
Senior Java Developer,Simpson Strong-Tie Vietnam,Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
"Software Engineer (Java, Javascript)",FUJIFILM Business Innovation Việt Nam,Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
"Backend Technical Lead (Java, Golang, NextJS, API)",CÔNG TY CỔ PHẦN CHỨNG KHOÁN KAFI,Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
"Principal Data Engineer (AWS, SQL, Data Architecture)",Sun Life Vietnam Insurance Company Limited,Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
"DevOps/SRE (CI/CD, Observability, Release Safety)",AiClipX,Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
Technical Scrum Master,TymeX,Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
Senior DevOps Engineer (AWS),KMS Technology,Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
IT Manager (Logistics & Freight Forwarding),Công Ty TNHH Mol Logistics,Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
Senior Systems/ Application Support Engineer (C#/ .NET),Thoughtworks Vietnam,Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
"Senior Product Manager (AI, English)",HRS Group,Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
"Senior Backend Engineer (Java, AI, English)",HRS Group,Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
Business Analyst (POS Products),Blogic Systems,Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
"Software Developer (ASP.NET, C#, MVC)",Công ty TNHH Salary (Việt Nam),Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
"Product Manager (SQL, Business Analysis, English)",Công ty TNHH Salary (Việt Nam),Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
"Senior Backend Developer (Java, Spring Boot)",Serdao,Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
Site Reliability Engineer (Junior - Middle),Spartan Dev Inc,Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
"Senior Automation Tester (Robot Framework, Playwright)",Hansen Technologies,Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
"QC Engineer (Jira, Zephyr, TestRail)",Virtual Security Lab Cyber Risk Management Services L.L.C,Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
DevOps Engineer (AWS),Hansen Technologies,Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
Senior QA Engineer,Annam Software Company,Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
Python Developer,Accenture,Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
Senior Backend Engineer,Parcel Perform,Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
"Senior QA Engineer (5yrs+, Automation Tester, Good Eng)",Unifiedpost,Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
(Middle/Senior) Project Manager cum Business Analyst,Inbox4us,Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
"Senior PHP Engineer (Symfony / Laravel, ERP Systems)",Gradion,Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
Senior AI Engineer,FireGroup,Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
"Midde/Senior Mobile Engineer, Android/iOS/RN",M_Service (MoMo),Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
Mid/senior Fullstack Engineer (Python/Node.js),Inbox4us,Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
Project Team leader/Project Manager (JLPT N2),,Thỏa thuận,,Ha Noi,,ITViec,Ha Noi
Senior IT Compliance Specialist (HO26.87),,Thỏa thuận,,Ha Noi,,ITViec,Ha Noi
AI Scientist (PhD),,Thỏa thuận,,Ha Noi,,ITViec,Ha Noi
Server Operator (Vận hành máy chủ) – ID2702,,Thỏa thuận,,Ha Noi,,ITViec,Ha Noi
Systems Administrator (Linux/Cloud) - ID2694,,Thỏa thuận,,Ha Noi,,ITViec,Ha Noi
Portfolio Management (Mảng hạ tầng) - ID2698,,Thỏa thuận,,Ha Noi,,ITViec,Ha Noi
"Data Scientist Expert (Python, Cloud, AI/ML) – ID2645",,Thỏa thuận,,Ha Noi,,ITViec,Ha Noi
"Senior Data Operations Engineer (Oracle, SQL) - ID2371",,Thỏa thuận,,Ha Noi,,ITViec,Ha Noi
Salesforce Developer,,Thỏa thuận,,Ha Noi,,ITViec,Ha Noi
System Engineer ( Linux/Windows Server),,Thỏa thuận,,Ha Noi,,ITViec,Ha Noi
AI Software Engineer (Python/Go/C/C++ & AI Agents),,Thỏa thuận,,Ha Noi,,ITViec,Ha Noi
"(HOLT.15) AI Expert (Deep Learning, Machine Learning)",,Thỏa thuận,,Ha Noi,,ITViec,Ha Noi
(HOLT.16) Senior AI Expert (Machine Learning),,Thỏa thuận,,Ha Noi,,ITViec,Ha Noi
Agentic Engineer (Python/Go/C/C++ Backend & AI Agents),,Thỏa thuận,,Ha Noi,,ITViec,Ha Noi
(HOLT.17)Senior AI Engineer (Computer Vision/NPL/LLM),,Thỏa thuận,,Ha Noi,,ITViec,Ha Noi
(HO26.85) Trưởng phòng Công nghệ Thị giác Máy tính,,Thỏa thuận,,Ha Noi,,ITViec,Ha Noi
(HO26.84) CV Phát triển khoa học dữ liệu-Data Scientist,,Thỏa thuận,,Ha Noi,,ITViec,Ha Noi
Senior IT Risks Management Specialist,,Thỏa thuận,,Ha Noi,,ITViec,Ha Noi
Security Engineer,,Thỏa thuận,,Ha Noi,,ITViec,Ha Noi
"QA Manager (Tester, Japanese N2+)",,Thỏa thuận,,Ha Noi,,ITViec,Ha Noi
Senior AI Platform Engineer,,Thỏa thuận,,Ha Noi,,ITViec,Ha Noi
Senior Backend Developer (.Net),,Thỏa thuận,,Ha Noi,,ITViec,Ha Noi
"Full-stack Developer (Node.js, Vue.js, Angular/Ionic)",,Thỏa thuận,,Ha Noi,,ITViec,Ha Noi
TRƯỞNG NHÓM PHÁT TRIỂN PHẦN MỀM(Back‑Office Technology),,Thỏa thuận,,Ha Noi,,ITViec,Ha Noi
BrSE (Bridge System Engineer) cho công ty IT Nhật Bản,,Thỏa thuận,,Ha Noi,,ITViec,Ha Noi
"AI Engineer (Python, Microservices, Docker)",,Thỏa thuận,,Ha Noi,,ITViec,Ha Noi
Site Reliability Engineer (DevOps/Cloud/.Net),,Thỏa thuận,,Ha Noi,,ITViec,Ha Noi
AI Infrastructure Network Engineer,,Thỏa thuận,,Ha Noi,,ITViec,Ha Noi
Senior AI System Engineer,,Thỏa thuận,,Ha Noi,,ITViec,Ha Noi
Solution Architect / Tech Lead (Blockchain Platform),,Thỏa thuận,,Ha Noi,,ITViec,Ha Noi
Project Manager (Agile/ Scrum),,Thỏa thuận,,Ha Noi,,ITViec,Ha Noi
Big Data Admin (Kafka/Docker/Data Warehousing/Spark),,Thỏa thuận,,Ha Noi,,ITViec,Ha Noi
Security Engineer (Cloud & CI/CD),,Thỏa thuận,,Ha Noi,,ITViec,Ha Noi
"Java Backend Developer (Spring Boot, SQL)",,Thỏa thuận,,Ha Noi,,ITViec,Ha Noi
Cloud DevOps Engineer (CDS),,Thỏa thuận,,Ha Noi,,ITViec,Ha Noi
Data Engineer (Java/Python/Scala/Hadoop/Kafka),,Thỏa thuận,,Ha Noi,,ITViec,Ha Noi
Senior Application Operations (Vận hành ứng dụng),,Thỏa thuận,,Ha Noi,,ITViec,Ha Noi
"Middle/Senior Software Engineer (Golang, Python, Java)",,Thỏa thuận,,Ha Noi,,ITViec,Ha Noi
Enterprise Architecture (Quản Trị Kiến Trúc),,Thỏa thuận,,Ha Noi,,ITViec,Ha Noi
"Automation Tool Developer (Python, Embedded, English)",,Thỏa thuận,,Ha Noi,,ITViec,Ha Noi
Senior Cloud Security Engineer,,Thỏa thuận,,Ha Noi,,ITViec,Ha Noi
Software Process Engineer,,Thỏa thuận,,Ha Noi,,ITViec,Ha Noi
[HN/HCM] (Senior) Platform Engineer (Data Platform),,Thỏa thuận,,Ha Noi,,ITViec,Ha Noi
Java Solution Architect,,Thỏa thuận,,Ha Noi,,ITViec,Ha Noi
Middle/Senior Software Engineer (.NET/C#),,Thỏa thuận,,Ha Noi,,ITViec,Ha Noi
"Junior DevOps Engineer (Cloud, CI/CD)",,Thỏa thuận,,Ha Noi,,ITViec,Ha Noi
"Back-end Developer (Java, Spring Boot)",,Thỏa thuận,,Ha Noi,,ITViec,Ha Noi
VAI_Senior Solution Architect,,Thỏa thuận,,Ha Noi,,ITViec,Ha Noi
Senior BA (Project Management Focus) for AI-Agent,,Thỏa thuận,,Ha Noi,,ITViec,Ha Noi
"Senior System Engineer (Linux, Windows Server, Cloud)",,Thỏa thuận,,Ha Noi,,ITViec,Ha Noi
Senior System Developer (Java) - AI & Automation Team,,Thỏa thuận,,Ha Noi,,ITViec,Ha Noi
"Engineering Manager, B2C Product",,Thỏa thuận,,Ha Noi,,ITViec,Ha Noi
VAI_Quality Assurance Engineer,,Thỏa thuận,,Ha Noi,,ITViec,Ha Noi
"Enterprise Architect (Fintech, TOGAF, Cloud)",,Thỏa thuận,,Ha Noi,,ITViec,Ha Noi
Solution Architect (AI/Data Platform),,Thỏa thuận,,Ha Noi,,ITViec,Ha Noi
Senior Security Engineer (AWS/ GCP/ Azure),,Thỏa thuận,,Ha Noi,,ITViec,Ha Noi
Senior Data Architect,,Thỏa thuận,,Ha Noi,,ITViec,Ha Noi
AI Architecture Lead (SA),,Thỏa thuận,,Ha Noi,,ITViec,Ha Noi
"Remote Mobile App Developer (Java, Kotlin, Android)",,Thỏa thuận,,Ha Noi,,ITViec,Ha Noi
"Remote Fullstack Developer(TypeScript, ReactJS, NodeJS)",,Thỏa thuận,,Ha Noi,,ITViec,Ha Noi
"Frontend Dev (Angular 2+, ReactJS)",,Thỏa thuận,,Ha Noi,,ITViec,Ha Noi
[Global Market] Database Developer (SQL),,Thỏa thuận,,Ha Noi,,ITViec,Ha Noi
"Middle Data Engineer (Python, SQL, BI, AWS)",,Thỏa thuận,,Ha Noi,,ITViec,Ha Noi
Frontend ReactJS Developer,,Thỏa thuận,,Ha Noi,,ITViec,Ha Noi
Process Quality Assurance (Jira),,Thỏa thuận,,Ha Noi,,ITViec,Ha Noi
"Middle Flutter Developer (Dart, MVVM)",,Thỏa thuận,,Ha Noi,,ITViec,Ha Noi
"Expert/ Senior Officer, Data Engineer",,Thỏa thuận,,Ha Noi,,ITViec,Ha Noi
Expert/ Senior Officer AI Data Engineer,,Thỏa thuận,,Ha Noi,,ITViec,Ha Noi
Chuyên viên Quản lý Hạ tầng Trung tâm Dữ liệu,,Thỏa thuận,,Ha Noi,,ITViec,Ha Noi
Senior Bridge Engineer - BrSE (Japanese N2+),,Thỏa thuận,,Ha Noi,,ITViec,Ha Noi
[All level] Network Administrator (Cisco/HP/Juniper),,Thỏa thuận,,Ha Noi,,ITViec,Ha Noi
Junior iOS Developer (Swift),,Thỏa thuận,,Ha Noi,,ITViec,Ha Noi
Middle/Junior Software Developer (Java/Golang/Angular),,Thỏa thuận,,Ha Noi,,ITViec,Ha Noi
[Global Market] Senior .NET Developer (Good English),,Thỏa thuận,,Ha Noi,,ITViec,Ha Noi
Product Owner Middle,,Thỏa thuận,,Ha Noi,,ITViec,Ha Noi
Full-Stack Engineer (Product Builder),,Thỏa thuận,,Ha Noi,,ITViec,Ha Noi
"Full-Stack Developer (Typescript, C++, DAP, LSP)",,Thỏa thuận,,Ha Noi,,ITViec,Ha Noi
"Data Analyst (SQL, BI tools) for Edtech project",,Thỏa thuận,,Ha Noi,,ITViec,Ha Noi
[TeenCare] AI Fullstack Engineer for EdTech Project,,Thỏa thuận,,Ha Noi,,ITViec,Ha Noi
Application & Cloud Security Engineer,,Thỏa thuận,,Ha Noi,,ITViec,Ha Noi
Middle Site Reliability Engineer (Python/Golang),,Thỏa thuận,,Ha Noi,,ITViec,Ha Noi
"DevOps Engineer (Cloud, Terraform, AWS) Up to 50M",,Thỏa thuận,,Ha Noi,,ITViec,Ha Noi
"Senior DevOps Engineer (Linux, Git, AWS, CI/CD)",,Thỏa thuận,,Ha Noi,,ITViec,Ha Noi
Telecom Business Architect,,Thỏa thuận,,Ha Noi,,ITViec,Ha Noi
Mobile Technical Lead,,Thỏa thuận,,Ha Noi,,ITViec,Ha Noi
[Telecom] Core Network Engineer,,Thỏa thuận,,Ha Noi,,ITViec,Ha Noi
Scrum Master/ Scrum Coach,,Thỏa thuận,,Ha Noi,,ITViec,Ha Noi
Senior/ Principal Android Engineer (Kotlin),,Thỏa thuận,,Ha Noi,,ITViec,Ha Noi
Senior/Principal iOS Native Engineer (Swift),,Thỏa thuận,,Ha Noi,,ITViec,Ha Noi
"Fullstack Web Developer (ReactJS, NodeJS) ~ Up to $2000",,"fullstack web developer (reactjs, nodejs) ~ up to $2000",,Ha Noi,,ITViec,Ha Noi
"Data Engineer (Python, SQL)",,Thỏa thuận,,Ha Noi,,ITViec,Ha Noi
Sr Embedded Platform Engineer (Automotive) GOOD ENGLISH,,Thỏa thuận,,Ha Noi,,ITViec,Ha Noi
Senior Security Engineer (Application Security),,Thỏa thuận,,Ha Noi,,ITViec,Ha Noi
RPA Developer (UiPath|Power Platform|Azure|AI),,Thỏa thuận,,Ha Noi,,ITViec,Ha Noi
"[Junior/Senior] Business Analyst (Agile, Scrum, SQL)",,Thỏa thuận,,Ha Noi,,ITViec,Ha Noi
"Senior DevOps Engineer (AWS, Linux, CI/CD)",,upto 3500$,,Ha Noi,,ITViec,Ha Noi
Android Developer,,Thỏa thuận,,Ha Noi,,ITViec,Ha Noi
"Cloud & DevOps Engineer (Azure, AWS)",,up to $2000,,Ha Noi,,ITViec,Ha Noi
Backend Developer (Node.JS/Golang/Java/Rust/C),,Thỏa thuận,,Ha Noi,,ITViec,Ha Noi
Junior Business Analyst-Chuyên viên Phân tích nghiệp vụ,,Thỏa thuận,,Ha Noi,,ITViec,Ha Noi
Android Developer (Middle - Senior),,Thỏa thuận,,Ha Noi,,ITViec,Ha Noi
"System Administrator (Windows Server, Linux)",,Thỏa thuận,,Ha Noi,,ITViec,Ha Noi
"(Senior) Mobile Developer (iOS, Android)",,Thỏa thuận,,Ha Noi,,ITViec,Ha Noi
Project Manager,,Thỏa thuận,,Ha Noi,,ITViec,Ha Noi
CV Báo cáo tuân thủ - Compliance Reporting Officer,,Thỏa thuận,,Ha Noi,,ITViec,Ha Noi
Data Quality Management Specialist,,Thỏa thuận,,Ha Noi,,ITViec,Ha Noi
"Mid/Sr/Lead .NET Backend Developer (C#, SQL)",,up to $1800,,Ha Noi,,ITViec,Ha Noi
"Senior iOS Engineer (Swift, MVVM, MVC)",,Thỏa thuận,,Ha Noi,,ITViec,Ha Noi
"Senior Java Engineer (Spring Boot, Microservices, SQL)",,Thỏa thuận,,Ha Noi,,ITViec,Ha Noi
Java Spring Boot (20-40 Mil),,Thỏa thuận,,Ha Noi,,ITViec,Ha Noi
"Backend Technical Lead ( Storefront, C#, .NET. ASP.NET)",,Thỏa thuận,,Ha Noi,,ITViec,Ha Noi
GNSS Engineer – Android Automotive (Good English),,Thỏa thuận,,Ha Noi,,ITViec,Ha Noi
Software Project Manager – Japanese OR Chinese Speaking,,Thỏa thuận,,Ha Noi,,ITViec,Ha Noi
Team Leader SOC/ Pentest,,Thỏa thuận,,Ha Noi,,ITViec,Ha Noi
"Software Engineer (Embedded C, MCU, RTOS)",,Thỏa thuận,,Ha Noi,,ITViec,Ha Noi
QA Engineer (Automation/Manual Testing)~Up to $1500,,qa engineer (automation/manual testing)~up to $1500,,Ha Noi,,ITViec,Ha Noi
HTML/Wordpress developer - Japanese Company,,Thỏa thuận,,Ha Noi,,ITViec,Ha Noi
Senior Android Developer (Kotlin / Java),,Thỏa thuận,,Ha Noi,,ITViec,Ha Noi
"Senior iOS Developer (Swift, Objective-C, OOP)",,Thỏa thuận,,Ha Noi,,ITViec,Ha Noi
"(Product - Focused) AI Engineer (Python, LLM, AI/ML)",,Thỏa thuận,,Ha Noi,,ITViec,Ha Noi
"Java Developer (Spring Boot, Microservices) – ID2686",,Thỏa thuận,,Ha Noi,,ITViec,Ha Noi
Senior IOS developer (Good English),,Thỏa thuận,,Ha Noi,,ITViec,Ha Noi
"Front End Developer (Reactjs, Good English)",,Thỏa thuận,,Ha Noi,,ITViec,Ha Noi
Middle/Senior Oracle & .NET Backend,,Thỏa thuận,,Ha Noi,,ITViec,Ha Noi
"Backend Developer (Java, Spring Boot, Web3)",,Thỏa thuận,,Ha Noi,,ITViec,Ha Noi
"Middle/Senior AI Engineer (Python, ML)",,Thỏa thuận,,Ha Noi,,ITViec,Ha Noi
"Junior Data Engineer (Python, SQL, Database)",,up to $1000,,Ha Noi,,ITViec,Ha Noi
"Frontend Developer (ReactJS, NextJS, Web3)",,Thỏa thuận,,Ha Noi,,ITViec,Ha Noi
Senior/Lead Data Engineer,,Thỏa thuận,,Ha Noi,,ITViec,Ha Noi
"Senior/Lead Software Engineer (Java, Golang, English)",,Thỏa thuận,,Ha Noi,,ITViec,Ha Noi
Python Developer (Công nghệ quản lý dòng tiền),,Thỏa thuận,,Ha Noi,,ITViec,Ha Noi
Middle/Senior System Developer (Java) - IT Engineering,,Thỏa thuận,,Ha Noi,,ITViec,Ha Noi
AI Engineer (LLM / GenAI / AI Platform),,Thỏa thuận,,Ha Noi,,ITViec,Ha Noi
Mid-Senior Backend Engineer (Python/Java),,Thỏa thuận,,Ha Noi,,ITViec,Ha Noi
"Software Engineer (Java, Python, C++) - Up to 50M",,Thỏa thuận,,Ha Noi,,ITViec,Ha Noi
Java Developer,,Thỏa thuận,,Ha Noi,,ITViec,Ha Noi
Mobile Developer (Flutter/ React Native),,Thỏa thuận,,Ha Noi,,ITViec,Ha Noi
Kỹ Sư Lập Trình Nhúng (C/C++),,Thỏa thuận,,Ha Noi,,ITViec,Ha Noi
"Junior IT System Administrator (Windows Server, Azure)",,Thỏa thuận,,Ha Noi,,ITViec,Ha Noi
"Full-stack Developer (NodeJS, Python)",,Thỏa thuận,,Ha Noi,,ITViec,Ha Noi
"Chuyên viên cao cấp/Trưởng nhóm DevOps (Jenkins, Linux)",,Thỏa thuận,,Ha Noi,,ITViec,Ha Noi
Senior QA Automation Engineer,,Thỏa thuận,,Ha Noi,,ITViec,Ha Noi
"Middle IOS Engineer (Swift, Git, MVC, JSON)",,Thỏa thuận,,Ha Noi,,ITViec,Ha Noi
"Android Developer (Kotlin/Java, MVVM, Firebase)",,Thỏa thuận,,Ha Noi,,ITViec,Ha Noi
Fontend Engineer (ReactJS/Next.js/Vue.js),,Thỏa thuận,,Ha Noi,,ITViec,Ha Noi
(Middle - Senior) React Native Developer,,Thỏa thuận,,Ha Noi,,ITViec,Ha Noi
Junior Unity Developer,,Thỏa thuận,,Ha Noi,,ITViec,Ha Noi
Business Analyst (Middle Level),,Thỏa thuận,,Ha Noi,,ITViec,Ha Noi
Web Designer (Game),,Thỏa thuận,,Ha Noi,,ITViec,Ha Noi
Senior/Lead Business Analyst,,Thỏa thuận,,Ha Noi,,ITViec,Ha Noi
"Senior Embedded QT Architect (C++, Linux, AI-First)",,up to $2000,,Ha Noi,,ITViec,Ha Noi
"Java Deverloper (JavaScript, Spring Boot, Oracle)",,Thỏa thuận,,Ha Noi,,ITViec,Ha Noi
Manual Tester,,Thỏa thuận,,Ha Noi,,ITViec,Ha Noi
"System Engineer (JavaScript, APIs, AWS, Azure, GCP)",,Thỏa thuận,,Ha Noi,,ITViec,Ha Noi
VAI_Fullstack Engineer,,Thỏa thuận,,Ha Noi,,ITViec,Ha Noi
"Cloud Solution Architect (AWS) (Senior, Junior)",,Thỏa thuận,,Ha Noi,,ITViec,Ha Noi
"DevSecOps (Jenkins, gitlab)",,Thỏa thuận,,Ha Noi,,ITViec,Ha Noi
Tester,,Thỏa thuận,,Ha Noi,,ITViec,Ha Noi
Game Tester (Female),,Thỏa thuận,,Ha Noi,,ITViec,Ha Noi
"Junior Business Analyst (UML, SRS)",,Thỏa thuận,,Ha Noi,,ITViec,Ha Noi
"Technical Lead (Game, Unity, CI/CD, Git)",,Thỏa thuận,,Ha Noi,,ITViec,Ha Noi
Backend Developer,,Thỏa thuận,,Ha Noi,,ITViec,Ha Noi
"Product Owner (Figma, User Story, Product Roadmap)",,Thỏa thuận,,Ha Noi,,ITViec,Ha Noi
"Business Analyst (UML, Figma)",,Thỏa thuận,,Ha Noi,,ITViec,Ha Noi
Junior Fullstack Python Developer (Internal Tools),,Thỏa thuận,,Ha Noi,,ITViec,Ha Noi
"CVCC Quản trị dữ liệu (Data Governance, SQL, R )-K.CNTT",,Thỏa thuận,,Ha Noi,,ITViec,Ha Noi
CVCC Phát triển hệ thống Quản trị tài chính - K.CNTT,,Thỏa thuận,,Ha Noi,,ITViec,Ha Noi
Senior AI Automation Engineer,,Thỏa thuận,,Ha Noi,,ITViec,Ha Noi
"Business Analyst (Agile, Scrum, Jira, SQL)",,Thỏa thuận,,Ha Noi,,ITViec,Ha Noi
"Software Tester (QC, SQL, Postman)",,Thỏa thuận,,Ha Noi,,ITViec,Ha Noi
Mobile Developer (Zero Trust Agent/ Android / iOS),,Thỏa thuận,,Ha Noi,,ITViec,Ha Noi
Korean Bridge Software Engineer,,Thỏa thuận,,Ha Noi,,ITViec,Ha Noi
Application Architect,,Thỏa thuận,,Ha Noi,,ITViec,Ha Noi
Senior QC Engineer,,Thỏa thuận,,Ha Noi,,ITViec,Ha Noi
"Infrastructure Architecture Expert (Cloud, On-premise)",,Thỏa thuận,,Ha Noi,,ITViec,Ha Noi
Frontend Developer (Shopify/Wordpress Developer),,Thỏa thuận,,Ha Noi,,ITViec,Ha Noi
"Automotive Software Engineer (C++, OOP, Middleware)",,Thỏa thuận,,Ha Noi,,ITViec,Ha Noi
"IT Business Analyst (T24, banking, finance)",,Thỏa thuận,,Ha Noi,,ITViec,Ha Noi
Junior/Middle/Senior Android Developer,,Thỏa thuận,,Ha Noi,,ITViec,Ha Noi
"Expert/Senior Monitoring Engineer (Grafana, Prometheus)",,Thỏa thuận,,Ha Noi,,ITViec,Ha Noi
Product Owner,,Thỏa thuận,,Ha Noi,,ITViec,Ha Noi
Middle System Admin,,Thỏa thuận,,Ha Noi,,ITViec,Ha Noi
