Job Title,Company,Salary,Experience,Location,Skills,Source,Location_Clean_Fixed
Thực Tập Sinh Kinh Doanh Phần Mềm Part Time,CÔNG TY TNHH CÔNG NGHỆ VÀ TRUYỀN THÔNG J.O.Y,Thỏa thuận,Không yêu cầu,Unknown,B2B,TopCV,Unknown
Remote Business Development,CÔNG TY CỔ PHẦN CÔNG NGHỆ AMELA VIỆT NAM,Thỏa thuận,1 năm,Hà Nội,"Nghỉ ..., B2B, IT - Phần mềm",TopCV,Ha Noi
Chuyên Viên Triển Khai Phần Mềm Y Tế,BỆNH VIỆN ĐA KHOA QUỐC TẾ S.I.S CẦN THƠ - CHI NHÁNH CÔNG TY CỔ PHẦN ĐẦU TƯ Y TẾ VIỆT CƯỜNG,Thỏa thuận,1 năm,Cần Thơ (mới),"1 năm kinh..., IT - Phần mềm",TopCV,Cần Thơ
Chuyên Viên Xử Lý Dữ Liệu & Phát Triển Ứng Dụng,BỆNH VIỆN ĐA KHOA QUỐC TẾ S.I.S CẦN THƠ - CHI NHÁNH CÔNG TY CỔ PHẦN ĐẦU TƯ Y TẾ VIỆT CƯỜNG,Thỏa thuận,1 năm,Cần Thơ (mới),"Y tế / Dượ..., IT - Phần mềm",TopCV,Cần Thơ
Thực Tập Sinh Điều Phối Dự Án IT,CÔNG TY CỔ PHẦN TƯ VẤN DỊCH VỤ ĐÀO TẠO AUM VIỆT NAM,Thỏa thuận,Không yêu cầu,Unknown,IT - ...,TopCV,Unknown
Nhân Viên Design,CÔNG TY TNHH VIO,Thỏa thuận,1 năm,Hồ Chí Minh (mới),Marketin...,TopCV,Ho Chi Minh
"IT Business Analyst (T24, Banking, Finance)","Pro
NGÂN HÀNG TMCP AN BÌNH",Thỏa thuận,5 năm,Hà Nội,Ng...,TopCV,Ha Noi
Graphic Designer,CÔNG TY CỔ PHẦN DỊCH VỤ QUẢN LÝ TÀI SẢN VÀ ĐẦU TƯ ASAHI JAPAN,Thỏa thuận,2 năm,Hà Nội,Thiết kế...,TopCV,Ha Noi
Quản Lý Dự Án Triển Khai (IT Project Manager),CÔNG TY CỔ PHẦN CÔNG NGHỆ ISOFH,Thỏa thuận,2 năm,Hà Nội & 2 nơi khác,IT - P...,TopCV,Ha Noi
Thực Tập Sinh Kinh Doanh & Phát Triển Thị Trường,CÔNG TY TNHH DIGITAL INNOVATION,Thỏa thuận,Không yêu cầu,Unknown,"Online Sales, IT - ..., B2B",TopCV,Unknown
Business Analyst (Aviation),CÔNG TY CỔ PHẦN TƯ VẤN CÔNG NGHỆ NGS,Thỏa thuận,3 năm,Hà Nội,Ng...,TopCV,Ha Noi
Chuyên Viên Kinh Doanh Giải Pháp CNTT,CÔNG TY CỔ PHẦN CÔNG NGHỆ ORYZA SYSTEMS,Thỏa thuận,1 năm,Hồ Chí Minh (mới),"Online S..., Direct Sales",TopCV,Ho Chi Minh
Junior Sales Executive,"Pro
FPT IS",Thỏa thuận,Dưới 1 năm,Hồ Chí Minh (mới),"Nghỉ t..., Direct Sales, B2B",TopCV,Ho Chi Minh
.NET Developer,CÔNG TY TNHH CÔNG NGHỆ VIHAT,Thỏa thuận,2 năm,Hồ Chí Minh (mới),Nghỉ ...,TopCV,Ho Chi Minh
Android Engineer,CÔNG TY TNHH GIẢI PHÁP PHÂN TÍCH DỮ LIỆU INSIGHT DATA,Thỏa thuận,3 năm,Hà Nội,Cao Đẳn...,TopCV,Ha Noi
Chuyên Viên Cao Cấp Quản Trị Mạng Và Hệ Thống,CÔNG TY CỔ PHẦN ĐẦU TƯ VÀ PHÁT TRIỂN DỊCH VỤ CITIGYM,Thỏa thuận,3 năm,Hồ Chí Minh (mới),Cao Đẳng...,TopCV,Ho Chi Minh
Thực Tập Sinh Điều Phối Dự Án IT,CÔNG TY CỔ PHẦN TƯ VẤN DỊCH VỤ ĐÀO TẠO AUM VIỆT NAM,Thỏa thuận,Không yêu cầu,Unknown,IT - ...,TopCV,Unknown
Project Manager (Dự Án Khối Chính Phủ),CÔNG TY CỔ PHẦN BUCA,Thỏa thuận,3 năm,Hà Nội,"3 năm kin..., IT - Phần mềm",TopCV,Ha Noi
Thiết Kế - Graphic Designer,CÔNG TY CỔ PHẦN KINH DOANH BẤT ĐỘNG SẢN JDI LAND,Thỏa thuận,1 năm,Hà Nội,Bất động...,TopCV,Ha Noi
Chuyên Viên Thiết Kế,HỆ THỐNG ANH NGỮ QUỐC TẾ OCEAN EDU,Thỏa thuận,1 năm,Hà Nội,Tuổi 24 ...,TopCV,Ha Noi
Chuyên Viên Thiết Kế Đồ Họa,CÔNG TY TNHH ECOVITA,Thỏa thuận,2 năm,Hồ Chí Minh (mới),Marketin...,TopCV,Ho Chi Minh
Chuyên Viên Hỗ Trợ Dịch Vụ Công Nghệ Thông Tin,CÔNG TY CỔ PHẦN ĐẦU TƯ VÀ PHÁT TRIỂN DỊCH VỤ CITIGYM,Thỏa thuận,2 năm,Hồ Chí Minh (mới),,TopCV,Ho Chi Minh
Thực Tập Sinh Python,"Pro
FPT SOFTWARE",Thỏa thuận,Không yêu cầu,Unknown,Nghỉ thứ 7,TopCV,Unknown
2D Game Artist (Junior),WAYFU STUDIO,Thỏa thuận,2 năm,Hà Nội,"Game, Concept Artist, Nghỉ thứ 7",TopCV,Ha Noi
Thực Tập Sinh Điều Phối Dự Án IT,CÔNG TY CỔ PHẦN TƯ VẤN DỊCH VỤ ĐÀO TẠO AUM VIỆT NAM,Thỏa thuận,Không yêu cầu,Unknown,IT - ...,TopCV,Unknown
Android Developer,"TECHVIFY SOFTWARE., JSC",Thỏa thuận,5 năm,Hà Nội,"Điện toán đ..., IT - Phần mềm",TopCV,Ha Noi
Graphic Designer,CÔNG TY TNHH FRESH STUDIO INNOVATION ASIA,Thỏa thuận,3 năm,Hồ Chí Minh (mới),Marketin...,TopCV,Ho Chi Minh
Thiết Kế Đồ Họa/ Graphic Design,CÔNG TY CỔ PHẦN ULTD THỊNH PHÁT,Thỏa thuận,2 năm,Hà Nội,May mặc ...,TopCV,Ha Noi
Thiết Kế 2D Part - Time,CÔNG TY TNHH BIOPARK,Thỏa thuận,Dưới 1 năm,Hà Nội,Marketin...,TopCV,Ha Noi
"Chuyên Viên Power BI,Tableau",CÔNG TY CỔ PHẦN TẬP ĐOÀN TIMA,Thỏa thuận,1 năm,Hà Nội,"Data Scientist, Nghỉ thứ 7",TopCV,Ha Noi
Admin Quản Lý Danh Mục Sản Phẩm Và Dịch Vụ,CÔNG TY TNHH TM DV THANH TRANG,Thỏa thuận,Dưới 1 năm,Hồ Chí Minh (mới),Thương mại ...,TopCV,Ho Chi Minh
Trưởng Nhóm IT,"Pro
CÔNG TY TNHH YAKULT VN",Thỏa thuận,1 năm,Hồ Chí Minh (mới),,TopCV,Ho Chi Minh
Tester – Data/SQL/API,CÔNG TY CỔ PHẦN CÔNG NGHỆ PHẦN MỀM TINH VÂN,Thỏa thuận,3 năm,Hà Nội,"3 nă..., Manual Tester, Nghỉ thứ 7, IT - Phần mềm",TopCV,Ha Noi
Mobile App DEV,CÔNG TY TNHH TẬP ĐOÀN CÔNG NGHỆ WIKEX EXCHANGE,Thỏa thuận,2 năm,Hồ Chí Minh (mới),IT - ...,TopCV,Ho Chi Minh
Thực Tập Sinh Điều Phối Dự Án IT,CÔNG TY CỔ PHẦN TƯ VẤN DỊCH VỤ ĐÀO TẠO AUM VIỆT NAM,Thỏa thuận,Không yêu cầu,Unknown,IT - ...,TopCV,Unknown
Nhân Viên Thiết Kế,CÔNG TY TNHH THỦY VÂN MỘC,Thỏa thuận,2 năm,Hồ Chí Minh (mới),Thiết kế...,TopCV,Ho Chi Minh
Thực Tập Sinh Kinh Doanh Phần Mềm,CÔNG TY CỔ PHẦN CÔNG NGHỆ ITG,Thỏa thuận,Không yêu cầu,Unknown,"Không yê..., Nghỉ thứ 7, B2B",TopCV,Unknown
Chuyên Viên Telesales/Tư Vấn Khách Hàng,CÔNG TY CỔ PHẦN CÔNG NGHỆ KIOTVIET,Thỏa thuận,Dưới 1 năm,Hà Nội,"B2C, Telesales, Có hỗ ..., B2B",TopCV,Ha Noi
Product Manager (Mobile App),CÔNG TY TNHH DỊCH VỤ CÔNG NGHỆ TP,Thỏa thuận,2 năm,Hà Nội,"2..., Nghỉ thứ 7",TopCV,Ha Noi
Thiết Kế,CÔNG TY CỔ PHẦN TƯ VẤN VÀ ĐẦU TƯ BẾN THÀNH,Thỏa thuận,2 năm,Hồ Chí Minh (mới),2 năm ki...,TopCV,Ho Chi Minh
Chuyên Viên IT,"Pro
CÔNG TY CỔ PHẦN CAFÉ KATINAT",Thỏa thuận,3 năm,Hà Nội,,TopCV,Ha Noi
Mobile Developer (Android/Kotlin),UNIT CORP,Thỏa thuận,2 năm,Hồ Chí Minh (mới),"2..., Nghỉ thứ 7, IT - Phần mềm",TopCV,Ho Chi Minh
Network Engineer,CÔNG TY TNHH TRUYỀN HÌNH FPT,Thỏa thuận,Không yêu cầu,Unknown,"IT - Phần c..., IT - Phần mềm",TopCV,Unknown
Thực Tập Sinh Điều Phối Dự Án IT,CÔNG TY CỔ PHẦN TƯ VẤN DỊCH VỤ ĐÀO TẠO AUM VIỆT NAM,Thỏa thuận,Không yêu cầu,Unknown,IT - ...,TopCV,Unknown
Part-Time Graphic Designer Co-Living Field,CÔNG TY TNHH DU LỊCH VÀ TƯ VẤN DU HỌC TRANSINEX,Thỏa thuận,Dưới 1 năm,Hồ Chí Minh (mới),Marketin...,TopCV,Ho Chi Minh
Trưởng Nhóm Phân Tích Nghiệp Vụ - Business Analyst,CÔNG TY CỔ PHẦN CHỨNG KHOÁN HD,Thỏa thuận,2 năm,Hồ Chí Minh (mới),Ng...,TopCV,Ho Chi Minh
Chuyên Viên Kinh Doanh Phần Mềm,CÔNG TY CỔ PHẦN CÔNG NGHỆ ITG,Thỏa thuận,2 năm,Hà Nội,"Kế to..., B2B, IT - Phần mềm",TopCV,Ha Noi
Nhân Viên Thiết Kế,CHI NHÁNH CÔNG TY TNHH Y TẾ HẢI LÊ,Thỏa thuận,Không yêu cầu,Unknown,Thiết kế...,TopCV,Unknown
DevOps Engineer,CÔNG TY CỔ PHẦN CÔNG NGHỆ TRUYỀN THÔNG DTS,Thỏa thuận,2 năm,Hà Nội,An ninh mạng,TopCV,Ha Noi
Game Designer,CÔNG TY CỔ PHẦN CÔNG NGHỆ INSGAME,Thỏa thuận,2 năm,Hà Nội,"Game Design, Game, Nghỉ thứ 7, 2 ..., IT - Phần mềm",TopCV,Ha Noi
Vector & 3D Design Intern,CÔNG TY CỔ PHẦN FADO GLOBAL,Thỏa thuận,Dưới 1 năm,Hồ Chí Minh (mới),Tuổi 20 ...,TopCV,Ho Chi Minh
Nhân Viên Kinh Doanh Phần Mềm,CÔNG TY CỔ PHẦN PHẦN MỀM HOÀN CẦU,Thỏa thuận,1 năm,Hồ Chí Minh (mới),"Online Sales, Nghỉ t..., B2B",TopCV,Ho Chi Minh
Kỹ Sư Lập Trình Ứng Dụng,CÔNG TY CỔ PHẦN BKLOGY,Thỏa thuận,Dưới 1 năm,Đà Nẵng (mới),,TopCV,Da Nang
Backend Developer (Java),CÔNG TY CỔ PHẦN TƯ VẤN CÔNG NGHỆ NGS,Thỏa thuận,3 năm,Hà Nội,"Nghỉ thứ 7, IT - Phần mềm",TopCV,Ha Noi
Embedded Linux Engineer,CÔNG TY CỔ PHẦN BẢN VIÊN,Thỏa thuận,1 năm,Hồ Chí Minh (mới),IT - Ph...,TopCV,Ho Chi Minh
DevOps Engineer,CÔNG TY CỔ PHẦN CÔNG NGHỆ UPBASE,Thỏa thuận,3 năm,Hà Nội,IT - Phần mềm,TopCV,Ha Noi
Project Assistant Intern - Không Yêu Cầu Kinh Nghiệm,CÔNG TY CỔ PHẦN GIẢI PHÁP TỰ ĐỘNG HÓA KỸ THUẬT VIỆT NAM (AES VIỆT NAM),Thỏa thuận,Không yêu cầu,Unknown,Giáo...,TopCV,Unknown
Thực Tập Sinh Kinh Doanh,CÔNG TY TNHH CÔNG NGHỆ VIHAT,Thỏa thuận,Không yêu cầu,Unknown,"Không yê..., Nghỉ thứ 7, B2B",TopCV,Unknown
Giám Đốc Công Nghệ (CTO),CÔNG TY CP KIDS PLAZA,Thỏa thuận,2 năm,Hà Nội,2 năm kinh...,TopCV,Ha Noi
DevOps Engineer,CÔNG TY CP KHOA HỌC DỮ LIỆU,Thỏa thuận,3 năm,Hà Nội,IT - Phần mềm,TopCV,Ha Noi
Thực Tập Sinh Điều Phối Dự Án IT,CÔNG TY CỔ PHẦN TƯ VẤN DỊCH VỤ ĐÀO TẠO AUM VIỆT NAM,Thỏa thuận,Không yêu cầu,Unknown,IT - ...,TopCV,Unknown
Process QA Engineer,VĂN PHÒNG ĐẠI DIỆN STYL SOLUTIONS PTE. LTD. TẠI THÀNH PHỐ HỒ CHÍ MINH,Thỏa thuận,3 năm,Hồ Chí Minh (mới),Nghỉ thứ ...,TopCV,Ho Chi Minh
Trưởng Phòng Kinh Doanh B2B,CÔNG TY CỔ PHẦN CÔNG NGHỆ GIÁO DỤC GK,Thỏa thuận,1 năm,Hà Nội,"Nghỉ thứ 7, B2B, 1 năm...",TopCV,Ha Noi
Graphic Designer Thumbnail,CÔNG TY CỔ PHẦN TRUYỀN THÔNG LATO,Thỏa thuận,1 năm,Hà Nội,1 năm ki...,TopCV,Ha Noi
Kỹ Thuật Chatbot AI Automation,CÔNG TY TNHH GIẢI PHÁP CÔNG NGHỆ VIK SOLUTION,Thỏa thuận,Dưới 1 năm,Thanh Hóa,"Kỹ thuật IT, IT - Phần mềm",TopCV,Thanh Hóa
Nhân Viên Graphic Design,CÔNG TY CỔ PHẦN FADO GLOBAL,Thỏa thuận,2 năm,Hồ Chí Minh (mới),Tuổi 25 ...,TopCV,Ho Chi Minh
Security Engineer,TRUNG TÂM ỨNG CỨU KHẨN CẤP KHÔNG GIAN MẠNG VIỆT NAM,Thỏa thuận,1 năm,Hà Nội,"An ninh mạng, IT - ...",TopCV,Ha Noi
Manual Tester,CHI NHÁNH CÔNG TY CỔ PHẦN PHẦN MỀM QUỐC TẾ 3S HUẾ TẠI ĐÀ NẴNG,Thỏa thuận,1 năm,Đà Nẵng (mới),"1 nă..., Manual Tester, Nghỉ thứ 7, IT - Phần mềm",TopCV,Da Nang
Graphic Designer,CÔNG TY CỔ PHẦN THƯƠNG MẠI THẾ GIỚI DU LỊCH,Thỏa thuận,Không yêu cầu,Unknown,Marketin...,TopCV,Unknown
Unity Developer,CÔNG TY CỔ PHẦN INFINITY TECHNOLOGIES GLOBAL,Thỏa thuận,2 năm,Hà Nội,"Game Developer, Nghỉ thứ 7",TopCV,Ha Noi
2D Animation - Game Mobile,CÔNG TY CỔ PHẦN INFINITY TECHNOLOGIES GLOBAL,Thỏa thuận,1 năm,Hà Nội,"Nghỉ thứ 7, Game Design, Đạ...",TopCV,Ha Noi
Thực Tập Sinh,CÔNG TY CỔ PHẦN LUKLAK,Thỏa thuận,Không yêu cầu,Unknown,Không...,TopCV,Unknown
Kỹ Sư Thiết Kế Phần Cứng Điện Tử,CÔNG TY CỔ PHẦN REAL-TIME ROBOTICS VIỆT NAM,Thỏa thuận,1 năm,Hồ Chí Minh (mới),Điện / ...,TopCV,Ho Chi Minh
Kỹ Sư Triển Khai Giải Pháp,CÔNG TY TNHH MỘT THÀNH VIÊN AN NINH MẠNG VIETTEL,Thỏa thuận,2 năm,Hà Nội & Hồ Chí Minh (mới),"An ninh mạng, IT - Phần mềm",TopCV,Ha Noi
Unity Dev (VR/AR),CÔNG TY CỔ PHẦN CÔNG NGHỆ SAVA META,Thỏa thuận,3 năm,Hà Nội,"Nghỉ thứ..., Game, IT - Phần mềm",TopCV,Ha Noi
Frontend Developer (React + Blockchain),CÔNG TY TNHH NOVABYTE SOFTWARE,Thỏa thuận,4 năm,Hà Nội,"B2C, 4 năm ki..., Nghỉ thứ 7",TopCV,Ha Noi
Họa Sỹ Concept Artist,CÔNG TY CỔ PHẦN PHẦN MỀM DẤU CỘNG,Thỏa thuận,2 năm,Hà Nội,Concept Artist,TopCV,Ha Noi
Thực Tập Sinh IT System,CÔNG TY CP CÔNG NGHỆ HQSOFT,Thỏa thuận,Không yêu cầu,Unknown,IT - Phần mềm,TopCV,Unknown
Chuyên Viên Đảm Bảo Chất Lượng,"Pro
TẬP ĐOÀN FPT",Thỏa thuận,3 năm,Hà Nội,IT - Phần...,TopCV,Ha Noi
Java Developer (Bank),CÔNG TY CỔ PHẦN PARALINE SOFTWARE,Thỏa thuận,2 năm,Hà Nội,"Nghỉ thứ 7, IT - Phần mềm",TopCV,Ha Noi
Nhân Viên Kỹ Thuật,N KID CORP,Thỏa thuận,1 năm,Hải Phòng (mới),"Kỹ thuật IT, Gam...",TopCV,Hải Phòng
Odoo Developer (Leader),CÔNG TY CP PHẦN MỀM MOR,Thỏa thuận,3 năm,Hà Nội,"Nghỉ thứ 7, IT - Phần mềm",TopCV,Ha Noi
Thực Tập Sinh Tuyển Dụng,CÔNG TY CP SÁNG TẠO TRẺ VIỆT NAM MIICHISOFT,Thỏa thuận,Không yêu cầu,Unknown,IT - ...,TopCV,Unknown
Nhân Viên Tư Vấn Giải Pháp Phần Mềm (B2B),CÔNG TY CỔ PHẦN 1OFFICE,Thỏa thuận,Không yêu cầu,Unknown,"Telesales, Direct Sales",TopCV,Unknown
Intern Android (Kotlin + Jetpack Compose),CÔNG TY CỔ PHẦN CÔNG NGHỆ IZI SOFTWARE,Thỏa thuận,Dưới 1 năm,Đà Nẵng (mới),Nghỉ thứ 7,TopCV,Da Nang
Nhân Viên Thiết Kế,CÔNG TY TNHH ZENTECH,Thỏa thuận,1 năm,Hà Nội,Marketin...,TopCV,Ha Noi
Chuyên Viên Hệ Thống Chuỗi Bán Lẻ,"Pro
TỔNG CÔNG TY BƯU ĐIỆN VIỆT NAM",Thỏa thuận,1 năm,Hà Nội,,TopCV,Ha Noi
Trưởng Phòng Kinh Doanh (Giải Pháp Số Công Nghệ),CÔNG TY CỔ PHẦN CÔNG NGHỆ VÀ GIẢI PHÁP SỐ VIỆT NAM,Thỏa thuận,3 năm,Hà Nội,"B2C, Vi..., B2B, IT - Phần mềm",TopCV,Ha Noi
Nhân Viên Thiết Kế,CÔNG TY CỔ PHẦN TẬP ĐOÀN TỔ CHỨC TRIỂN LÃM QUỐC TẾ XÂY DỰNG VIETBUILD,Thỏa thuận,5 năm,Hồ Chí Minh (mới),Marketin...,TopCV,Ho Chi Minh
Nhân Viên Kinh Doanh Phần Mềm (Ko YC Kinh Nghiệm),CÔNG TY TNHH CÔNG NGHỆ SUPA,Thỏa thuận,Không yêu cầu,Unknown,"IT - P..., Direct Sales, B2B",TopCV,Unknown
Junior Account Manager - Dự Án Chính Phủ,CÔNG TY CỔ PHẦN TƯ VẤN CÔNG NGHỆ NGS,Thỏa thuận,1 năm,Hà Nội,B2B,TopCV,Ha Noi
Frontend Developer,"Pro
NGÂN HÀNG TMCP AN BÌNH",Thỏa thuận,5 năm,Hà Nội,"Ngân hàng, IT - Phần mềm",TopCV,Ha Noi
Senior Front-End Developer,"Pro
CÔNG TY CỔ PHẦN DỊCH VỤ CÔNG NGHỆ TIN HỌC HPT",Thỏa thuận,4 năm,Hồ Chí Minh (mới),Nghỉ thứ 7,TopCV,Ho Chi Minh
Java Developer,"Pro
CÔNG TY CP KINH DOANH F88",Thỏa thuận,3 năm,Hà Nội,"Nghỉ thứ 7, IT - Phần mềm",TopCV,Ha Noi
Project Manager,BSS GROUP,Thỏa thuận,1 năm,Hà Nội,Nghỉ...,TopCV,Ha Noi
Java Fullstack Developer,"Pro
CÔNG TY CỔ PHẦN DỊCH VỤ CÔNG NGHỆ TIN HỌC HPT",Thỏa thuận,4 năm,Hồ Chí Minh (mới),"4 năm kinh ..., Nghỉ thứ 7",TopCV,Ho Chi Minh
Thực Tập Sinh .NET,CÔNG TY CỔ PHẦN CÔNG NGHỆ KIOTVIET,Thỏa thuận,Không yêu cầu,Unknown,,TopCV,Unknown
Product Owner (Scrum/Agile),CELLPHONES,Thỏa thuận,2 năm,Hồ Chí Minh (mới),IT - Phần m...,TopCV,Ho Chi Minh
Thực Tập Sinh Thiết Kế,CÔNG TY CỔ PHẦN GIÁO DỤC & ĐÀO TẠO IMAP VIỆT NAM,Thỏa thuận,Không yêu cầu,Unknown,,TopCV,Unknown
Chuyên Viên Thiết Kế - Graphic Designer / Thu Nhập Đến 18 Triệu,CÔNG TY CỔ PHẦN DỊCH VỤ BẤT ĐỘNG SẢN DANH KHÔI,18 Triệu,2 năm,Hồ Chí Minh (mới),Thiết kế...,TopCV,Ho Chi Minh
Chuyên Viên Quản Trị Hệ Thống (System),"Pro
NGÂN HÀNG TMCP VIỆT Á - VIETABANK",Thỏa thuận,3 năm,Hồ Chí Minh (mới),,TopCV,Ho Chi Minh
2D Artist,CÔNG TY TNHH PUZZLE STUDIO,Thỏa thuận,2 năm,Hồ Chí Minh (mới),"Concept Artist, Nghỉ thứ 7",TopCV,Ho Chi Minh
Fullstack Developer (AI-Native),CÔNG TY TNHH CÔNG NGHỆ ZIMAW,Thỏa thuận,3 năm,Đà Nẵng (mới),"Nghỉ thứ..., IT - Phần mềm",TopCV,Da Nang
Chuyên Viên Tái Ký (12-15M) - Tân Bình/Data Nóng/ Được Đào Tạo Bài Bản,CÔNG TY CỔ PHẦN CÔNG NGHỆ KIOTVIET,12 - 15 Triệu,Dưới 1 năm,Hồ Chí Minh (mới),"B2C, Telesales, Có hỗ trợ...",TopCV,Ho Chi Minh
Kỹ Sư DevOps,CÔNG TY CỔ PHẦN VIỄN THÔNG ASIM,Thỏa thuận,2 năm,Hà Nội,Nghỉ thứ 7,TopCV,Ha Noi
Mobile Dev (Swift/Kotlin) – Banking,CÔNG TY CỔ PHẦN CÔNG NGHỆ PHẦN MỀM TINH VÂN,Thỏa thuận,3 năm,Hà Nội,"3..., Nghỉ thứ 7, IT - Phần mềm",TopCV,Ha Noi
Middle Frontend Developer,CÔNG TY CỔ PHẦN CÔNG NGHỆ SAVA META,Thỏa thuận,2 năm,Hà Nội,"Nghỉ thứ ..., IT - Phần mềm",TopCV,Ha Noi
Frontend Developer (Angular) – Banking Project,CÔNG TY CỔ PHẦN CÔNG NGHỆ PHẦN MỀM TINH VÂN,Thỏa thuận,2 năm,Hà Nội,"Nghỉ thứ ..., IT - Phần mềm",TopCV,Ha Noi
GRC Engineer,CÔNG TY CỔ PHẦN CON CƯNG,Thỏa thuận,1 năm,Hồ Chí Minh (mới),"I..., IT - Phần mềm",TopCV,Ho Chi Minh
Nhân Viên Media Executive (Chuyên Edit Video),CÔNG TY TRÁCH NHIỆM HỮU HẠN VK SOHO OFFICES,Thỏa thuận,1 năm,Đà Nẵng (mới),Thiết kế...,TopCV,Da Nang
Thực Tập Sinh IT,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ THINK SMART,Thỏa thuận,Không yêu cầu,Unknown,IT - ...,TopCV,Unknown
Chuyên Viên Digital Forensic Incident Response,CÔNG TY CỔ PHẦN CÔNG NGHỆ AN NINH MẠNG QUỐC GIA VIỆT NAM,Thỏa thuận,1 năm,Hà Nội,"An ninh mạng, Ng...",TopCV,Ha Noi
Angular Developer (Bank),CÔNG TY CỔ PHẦN CÔNG NGHỆ PHẦN MỀM TINH VÂN,Thỏa thuận,3 năm,Hà Nội,"Nghỉ thứ 7, IT - Phần mềm",TopCV,Ha Noi
Middle 2D Artist,APERO TECHNOLOGIES GROUP,Thỏa thuận,1 năm,Hà Nội,"Concept Artist, Nghỉ thứ 7",TopCV,Ha Noi
Nhân Viên Nhập Liệu Tiếng Anh Và Tiếng Nhật,CÔNG TY CỔ PHẦN ALTIUS LINK VIỆT NAM,Thỏa thuận,Không yêu cầu,Unknown,Giáo dục...,TopCV,Unknown
Thực Tập Sinh Kiểm Thử,CÔNG TY CỔ PHẦN LIFETEX,Thỏa thuận,Không yêu cầu,Unknown,,TopCV,Unknown
Kỹ Sư Tích Hợp Hệ Thống IOT Và Lập Trình Nhúng,CÔNG TY CỔ PHẦN GIẢI PHÁP VÀ THIẾT BỊ VHB VIỆT NAM,Thỏa thuận,1 năm,Hà Nội,,TopCV,Ha Noi
2D Artist Game,CÔNG TY CỔ PHẦN PANTHERA,Thỏa thuận,2 năm,Hà Nội,"Concept Artist, Nghỉ thứ 7",TopCV,Ha Noi
Chuyên Viên Phân Tích Nghiệp Vụ ODOO,"Pro
CÔNG TY CỔ PHẦN TẬP ĐOÀN KAROFI",Thỏa thuận,3 năm,Hà Nội,IT...,TopCV,Ha Noi
Chuyên Viên Vận Hành Hệ Thống SAP,CÔNG TY CỔ PHẦN XUẤT NHẬP KHẨU BẾN TRE,Thỏa thuận,3 năm,Hồ Chí Minh (mới),"IT Consultant, Nghỉ thứ 7, Tuổi..., IT - Phần mềm",TopCV,Ho Chi Minh
Devops Engineer,"Pro
VIETTEL IDC",Thỏa thuận,3 năm,Hà Nội,,TopCV,Ha Noi
Automation Test,CÔNG TY CỔ PHẦN PARALINE SOFTWARE,Thỏa thuận,1 năm,Hà Nội,"Nghỉ thứ 7, IT - Phần mềm",TopCV,Ha Noi
Product Owner,CÔNG TY TNHH CÔNG NGHỆ VIKINGS,Thỏa thuận,2 năm,Hồ Chí Minh (mới),IT - Phần m...,TopCV,Ho Chi Minh
Project Manager,CÔNG TY CỔ PHẦN MỸ PHẨM QUỐC TẾ THÙY DUNG,Thỏa thuận,3 năm,Hà Nội,"Scrum Master, 3 năm..., Nghỉ thứ 7, IT - Phần mềm",TopCV,Ha Noi
Fresher Ads Monetization (Mobile App),UMAXSOFT JOINT STOCK COMPANY,Thỏa thuận,Dưới 1 năm,Hà Nội,IT...,TopCV,Ha Noi
Business Development Intern - International Market,CÔNG TY CỔ PHẦN GEM,Thỏa thuận,Không yêu cầu,Unknown,"Thươn..., B2B, IT - Phần mềm",TopCV,Unknown
Thực Tập Sinh Kinh Doanh Website Phần Mềm,CÔNG TY TNHH CÔNG NGHỆ PHẦN MỀM DUDI,Thỏa thuận,Không yêu cầu,Unknown,"B2C, Telesales, IT - P..., B2B",TopCV,Unknown
Thực Tập Sinh Kinh Doanh,CÔNG TY CỔ PHẦN CÔNG NGHỆ AN NHIÊN HỒNG PHÁT,Thỏa thuận,Không yêu cầu,Unknown,"B2C, Không..., Nghỉ thứ 7, B2B",TopCV,Unknown
Game Designer - Nhận Việc Sau Tết,EZTECH & CDT GAMES STUDIO,Thỏa thuận,1 năm,Hà Nội,"Game, Nghỉ thứ 7, Game Design",TopCV,Ha Noi
Nhân Viên Kinh Doanh (Sales Associate),CÔNG TY CỔ PHẦN TẬP ĐOÀN HVN,Thỏa thuận,Không yêu cầu,Unknown,"Online Sales, Telesa...",TopCV,Unknown
Freelancer Bridge System Engineer (BrSE),CÔNG TY CỔ PHẦN CÔNG NGHỆ AMELA VIỆT NAM,Thỏa thuận,2 năm,Hà Nội,"Nghỉ thứ ..., IT - Phần mềm",TopCV,Ha Noi
Game Designer Fresher,EZTECH & CDT GAMES STUDIO,Thỏa thuận,Dưới 1 năm,Hà Nội,"Game, Nghỉ thứ 7, Game Design",TopCV,Ha Noi
Nhân Viên Thiết Kế,CÔNG TY CỔ PHẦN TẬP ĐOÀN BELL VIỆT NAM,Thỏa thuận,Dưới 1 năm,Hà Nội,Dưới 1 n...,TopCV,Ha Noi
Chuyên Viên Thiết Kế Đồ Họa,CÔNG TY CỔ PHẦN BIBOMART TM,Thỏa thuận,2 năm,Hà Nội,Bán lẻ -...,TopCV,Ha Noi
