Job Title,Company,Salary,Skills,Location
Unity Developer (C#),N/A,Thỏa thuận,,Ho Chi Minh
.NET Developer (C# / ASP.NET Core) - Upto 22M,N/A,Thỏa thuận,,Ho Chi Minh
"Data Engineer (Python, SQL, Spark) ~ Upto 24M",N/A,Thỏa thuận,,Ho Chi Minh
"Data Tester (MySQL, ETL, Data Warehouse) ~ Upto 17M",N/A,Thỏa thuận,,Ho Chi Minh
"Full-stack Developer (.NET, Angular, PostgreSql)",N/A,Thỏa thuận,,Ho Chi Minh
[Hà Nội] AI Team Leader,N/A,Thỏa thuận,,Ho Chi Minh
Senior Backend Engineer (C#/Java/Python),N/A,Thỏa thuận,,Ho Chi Minh
"Senior/Lead Web Engineer (JavaScript ES6, Python)",N/A,Thỏa thuận,,Ho Chi Minh
"Product Owner (Finance, Banking, Product Management)",N/A,Thỏa thuận,,Ho Chi Minh
Data Engineer (SQL/ Python/ Cloud),N/A,Thỏa thuận,,Ho Chi Minh
Scrum Master/Project Manager (Up to $3500/month),N/A,Scrum Master/Project Manager (Up to $3500/month),,Ho Chi Minh
[HAN] Fresher/Junior SQA | Up to 15M,N/A,Thỏa thuận,,Ho Chi Minh
[HAN] Fresher/Junior Fullstack Developer | Up to 15M,N/A,Thỏa thuận,,Ho Chi Minh
Senior .NET Backend Engineer - Up to 55k,N/A,Thỏa thuận,,Ho Chi Minh
Project Manager (Product/Outsource),N/A,Thỏa thuận,,Ho Chi Minh
Senior IT Business Analyst,N/A,Thỏa thuận,,Ho Chi Minh
AUTOMATION TESTER (up to 27M),N/A,Thỏa thuận,,Ho Chi Minh
Junior Cloud Engineer (Google Cloud Platform - GCP),N/A,Thỏa thuận,,Ho Chi Minh
"Junior /Senior Mobile Developer (Flutter, Kotlin)",N/A,Thỏa thuận,,Ho Chi Minh
"Data Architect (Data Warehousing, ETL/ELT, SQL, Oracle)",N/A,Thỏa thuận,,Ho Chi Minh
"Data Governance (Data Quality, Data Privacy, Agile)",N/A,Thỏa thuận,,Ho Chi Minh
"Jr Application Consultant (Java, Python, C#)",N/A,Thỏa thuận,,Ho Chi Minh
Middle Android App Framework Engineer (Good English),N/A,Thỏa thuận,,Ho Chi Minh
"Business Analyst (Mockups, ERP, SQL)",N/A,Thỏa thuận,,Ho Chi Minh
"Tester (Unit Test, SQL)",N/A,Thỏa thuận,,Ho Chi Minh
Triển Khai Phần Mềm (ERP),N/A,Thỏa thuận,,Ho Chi Minh
"Senior Full-stack Developer (J2EE, React) SG HN Da Nang",N/A,Thỏa thuận,,Ho Chi Minh
"Senior Full-stack Dev (C# ASP.NET, React) SG HN Da Nang",N/A,Thỏa thuận,,Ho Chi Minh
[Sign-on Bonus] Project Leader/ BrSE (Japanese N2+),N/A,Thỏa thuận,,Ho Chi Minh
Bridge Software Engineer (BrSE),N/A,Thỏa thuận,,Ho Chi Minh
Product Manager (Machine Learning/ AI),N/A,Thỏa thuận,,Ho Chi Minh
Remote VueJS / Nuxt Developer,N/A,Thỏa thuận,,Ho Chi Minh
SAP Senior Consultant - SAP FICO Implementation,N/A,Thỏa thuận,,Ho Chi Minh
Senior iOS Developer,N/A,Thỏa thuận,,Ho Chi Minh
"Middle/Senior Java Developer (.Net, Python, Spring)",N/A,Thỏa thuận,,Ho Chi Minh
Senior AI Engineer,N/A,Thỏa thuận,,Ho Chi Minh
Security Presales,N/A,Thỏa thuận,,Ho Chi Minh
[HCMC/HN/DN] DevOps Engineer/Cloud Support Engineer(L2),N/A,Thỏa thuận,,Ho Chi Minh
"Technical Lead - .NET (C#, Web API, English)",N/A,Thỏa thuận,,Ho Chi Minh
"Data Architect (Oracle, PostgreSQL, MongoDB, Redis, S3)",N/A,Thỏa thuận,,Ho Chi Minh
"CV, CVCC Khoa học Dữ liệu - Data Scientist",N/A,Thỏa thuận,,Ho Chi Minh
CVCC Bảo mật Dữ liệu - Senior Data Security,N/A,Thỏa thuận,,Ho Chi Minh
"Junior/Middle Tester (API, Postman, Agile)",N/A,Thỏa thuận,,Ho Chi Minh
"Senior IT Business Analyst (LOS, CRM system)",N/A,Thỏa thuận,,Ho Chi Minh
"Senior Software Engineer (Java, Springboot, PostgreSQL)",N/A,Thỏa thuận,,Ho Chi Minh
Android Developer (Kotlin) - Up to 45M,N/A,Thỏa thuận,,Ho Chi Minh
[HCMC/HN/DN] Software Engineer (Java/PHP/Angular),N/A,Thỏa thuận,,Ho Chi Minh
"Senior Backend Java Engineer (Spring, React)",N/A,Thỏa thuận,,Ho Chi Minh
"Remote -Sr. React Native Engineer (ReactJS, Javascript)",N/A,Thỏa thuận,,Ho Chi Minh
NodeJS Dev (+ ReactJS/NestJS/NextJS),N/A,Thỏa thuận,,Ho Chi Minh
"Senior AI Developer (Java, Python)",N/A,Thỏa thuận,,Ho Chi Minh
"Senior/Principal Ruby on Rails Developer (AWS, Backend)",N/A,Thỏa thuận,,Ho Chi Minh
"Junior Devops Engineer (JavaScripts, .Net, MySQL)",N/A,Thỏa thuận,,Ho Chi Minh
CVCC Kỹ thuật Nền tảng (SRE/DevOps),N/A,Thỏa thuận,,Ho Chi Minh
"Senior/Lead QA Engineer (QE, QC, Automation Tester)",N/A,Thỏa thuận,,Ho Chi Minh
Chuyên viên vận hành & triển khai hệ thống CNTT,N/A,Thỏa thuận,,Ho Chi Minh
Chuyên viên AI Engineer,N/A,Thỏa thuận,,Ho Chi Minh
Chuyên Viên Vận Hành Ứng Dụng (Appops/ Window/ Linux),N/A,Thỏa thuận,,Ho Chi Minh
Android Developer (Kotlin / MVVM),N/A,Thỏa thuận,,Ho Chi Minh
"Data Scientist (Python, SQL) - Package up to $70K",N/A,"Data Scientist (Python, SQL) - Package up to $70K",,Ho Chi Minh
Embedded Engineer,N/A,Thỏa thuận,,Ho Chi Minh
Senior Business Analyst (Agile),N/A,Thỏa thuận,,Ho Chi Minh
"Remote - Systems Developer, Golang",N/A,Thỏa thuận,,Ho Chi Minh
Remote - Marketing and Social Media,N/A,Thỏa thuận,,Ho Chi Minh
Remote - GPU / CUDA Developer,N/A,Thỏa thuận,,Ho Chi Minh
Remote - Amazing Graphics Designer - Softly LLC,N/A,Thỏa thuận,,Ho Chi Minh
"Remote - Rust blockchain developer (Sui, Move, Wasm)",N/A,Thỏa thuận,,Ho Chi Minh
"Giảng Viên CNTT/ IT Lecturer (Python, Java, C#)",N/A,Thỏa thuận,,Ho Chi Minh
Senior ERP Business Analyst (Finance ERP & Integration),N/A,Thỏa thuận,,Ho Chi Minh
Presales Engineer (AI & Data field),N/A,Thỏa thuận,,Ho Chi Minh
Chuyên viên Phân tích nghiệp vụ,N/A,Thỏa thuận,,Ho Chi Minh
Mobile Developer (Dart/Flutter or Swift/iOS),N/A,Thỏa thuận,,Ho Chi Minh
"Data Engineer (Oracle, BI Tableau, BI publisher, Cloud)",N/A,Thỏa thuận,,Ho Chi Minh
Chuyên viên Phân tích và thiết kế Mô hình Dữ liệu,N/A,Thỏa thuận,,Ho Chi Minh
"Senior Golang Developer (AWS, PostgreSQL, MySQL)",N/A,Thỏa thuận,,Ho Chi Minh
Senior Embedded Security Engineer – Linux / Android,N/A,Thỏa thuận,,Ho Chi Minh
"(Senior) QA Engineer (Tester, Japanese N2+)",N/A,Thỏa thuận,,Ho Chi Minh
[Hanoi & HCM] Principal/Senior AI/LLM Prompt Engineer,N/A,Thỏa thuận,,Ho Chi Minh
Solution Architect (Java),N/A,Thỏa thuận,,Ho Chi Minh
Business Data Analyst Onsite Banking,N/A,Thỏa thuận,,Ho Chi Minh
"Software Engineer - Integration Build (C, C++, Python)",N/A,Thỏa thuận,,Ho Chi Minh
"Senior Unity Developer (C#, C++, OOP)",N/A,Thỏa thuận,,Ho Chi Minh
"Senior Project Manager (ERP, SAP, Oracle, Odoo, SQL)",N/A,Thỏa thuận,,Ho Chi Minh
"Java Backend Developer (Spring, SQL)",N/A,Thỏa thuận,,Ho Chi Minh
Project Manager (Banking),N/A,Thỏa thuận,,Ho Chi Minh
"Web Content Administrator & Publisher ( HTML5, CSS3,C#)",N/A,Thỏa thuận,,Ho Chi Minh
"03 Fresher/Junior Unity Developer (C#, Games) - Hà Nội",N/A,Thỏa thuận,,Ho Chi Minh
Frontend developer (ReactJS),N/A,Thỏa thuận,,Ho Chi Minh
Senior Back-end Developer (NodeJS),N/A,Thỏa thuận,,Ho Chi Minh
"Platform Engineer (DevOps, AWS, Cloud)",N/A,Thỏa thuận,,Ho Chi Minh
Software Engineer (C#/.NET/ASP.NET),N/A,Thỏa thuận,,Ho Chi Minh
"Java Web Engineer (SQL, Linux, AWS)",N/A,Thỏa thuận,,Ho Chi Minh
Project Manager - VTS,N/A,Thỏa thuận,,Ho Chi Minh
"Data Engineer (SQL, NoSQL, Hadoop, Python, Java)",N/A,Thỏa thuận,,Ho Chi Minh
"Middle/Leader Javascript Developer (VueJS, NodeJS)",N/A,Thỏa thuận,,Ho Chi Minh
"Senior Product Owner (Business Analyst, ERP)",N/A,Thỏa thuận,,Ho Chi Minh
[Remote/Hybrid] Backend Engineer (Scala/Kotlin/Golang),N/A,Thỏa thuận,,Ho Chi Minh
DevOps Engineer,N/A,Thỏa thuận,,Ho Chi Minh
"Java Developer (Spring, Hibernate, MySQL)",N/A,Thỏa thuận,,Ho Chi Minh
Machine Learning Engineer (Remote),N/A,Thỏa thuận,,Ho Chi Minh
"Junior Full Stack Engineer (Next.js, Python, SQL)",N/A,Thỏa thuận,,Ho Chi Minh
Java Web Developer,N/A,Thỏa thuận,,Ho Chi Minh
QA Engineer (Automation Testing),N/A,Thỏa thuận,,Ho Chi Minh
Senior .Net Developer,N/A,Thỏa thuận,,Ho Chi Minh
Backend Developer - VTS,N/A,Thỏa thuận,,Ho Chi Minh
"Senior Golang Developer (Backend, AWS, MySQL)",N/A,Thỏa thuận,,Ho Chi Minh
Business analyst - VTS,N/A,Thỏa thuận,,Ho Chi Minh
Principal Frontend Engineer (ReactJS/VueJS),N/A,Thỏa thuận,,Ho Chi Minh
"Midle/Senior Odoo Developer (Python, PostgreSQL)",N/A,Thỏa thuận,,Ho Chi Minh
"ERP Engineer (JSON, SQL, API, Database)",N/A,Thỏa thuận,,Ho Chi Minh
Software Developer - Up to 3000$,N/A,Software Developer - Up to 3000$,,Ho Chi Minh
"Robotics Vision Engineer (Python, C++)",N/A,Thỏa thuận,,Ho Chi Minh
Embedded Control Engineer (SWD/ JTAG Debugging),N/A,Thỏa thuận,,Ho Chi Minh
Solution Architect (Java/Python/Golang),N/A,Thỏa thuận,,Ho Chi Minh
"Data Engineer (Python, C#, PostgreSQL, MySQL)",N/A,Thỏa thuận,,Ho Chi Minh
Intermediate/Senior AI Engineer (Python),N/A,Thỏa thuận,,Ho Chi Minh
AI/ML Ops Engineer,N/A,Thỏa thuận,,Ho Chi Minh
"[Hybrid/Remote] Senior Fullstack (NET, React/Angular)",N/A,Thỏa thuận,,Ho Chi Minh
[Remote] Mid/Sr. Product Engineer (Python/LLM/AI),N/A,Thỏa thuận,,Ho Chi Minh
Full-stack Ruby Developer,N/A,Thỏa thuận,,Ho Chi Minh
UI/UX Designer,N/A,Thỏa thuận,,Ho Chi Minh
Software Engineer (.Net/Java/SQL),N/A,Thỏa thuận,,Ho Chi Minh
"Mobile Developer (iOS, Swift, Flutter, React Native)",N/A,Thỏa thuận,,Ho Chi Minh
Middle Qt/C++ Developer (HMI/ Embedded & Edge System),N/A,Thỏa thuận,,Ho Chi Minh
Chuyên viên Quản lý dự án - Project Manager (PM),N/A,Thỏa thuận,,Ho Chi Minh
"Senior Frontend Engineer (ReactJS, NextJS) - $55K/year",N/A,"Senior Frontend Engineer (ReactJS, NextJS) - $55K/year",,Ho Chi Minh
